pKa,MinAbsPartialCharge,MaxPartialCharge,fr_COO2,fr_COO,SMR_VSA1,PEOE_VSA14,EState_VSA1,BCUT2D_MRLOW,VSA_EState3,fr_Ar_COO,TPSA,MinEStateIndex,fr_Al_OH,fr_phenol,fr_phenol_noOrthoHbond,VSA_EState4,fr_benzene,NumAromaticCarbocycles,NumAromaticRings,fr_C_O,fr_NH1,fr_Al_COO,BalabanJ,VSA_EState6,NumHDonors,VSA_EState5,PEOE_VSA13,NOCount,MolLogP,EState_VSA9
-1.22,0.0928813858662613,0.0928813858662613,0,0,0.0,0.0,0.0,1.143750176291621,0.7662037037037039,0,12.89,0.7662037037037039,0,0,0,0.0,0,0,1,0,0,0,3.0214653097240864,5.595401234567902,1,0.0,0.0,1,1.3702999999999996,0.0
-0.97,0.2442612454060106,0.2442612454060106,0,0,20.056445138322168,0.0,18.43583394623148,-0.0431733416346167,28.392788433274543,0,139.54000000000002,-0.7636748866213157,2,0,0,6.006960348954397,0,0,2,0,0,0,2.0234673553110345,0.0,4,-0.3865674078273273,0.0,9,-1.2452000000000003,15.57705782580294
-0.71,0.2502492694769518,0.2502492694769518,0,0,0.0,0.0,0.0,0.906162606306656,1.0968518518518522,0,22.0,0.0358333333333333,0,0,0,1.0126851851851857,1,1,2,0,0,0,3.005244075626373,11.263977702191989,0,0.0,5.559266895052008,2,1.5385,0.0
-0.67,0.2318771952766475,0.2318771952766475,0,0,9.937660666683517,0.0,0.0,-0.9084032818943916,17.35851851851852,0,47.9,0.5581481481481485,0,0,0,1.2100462962962968,0,0,1,0,0,0,3.2001177806223087,5.130277777777778,1,0.0,0.0,3,0.3915,10.469144579515778
-0.61,0.2322132805027284,0.2322132805027284,0,0,9.937660666683517,0.0,0.0,-0.9123369943748942,17.77,0,47.9,0.5743518518518522,0,0,0,1.910555555555556,0,0,1,0,0,0,3.348369660783096,5.275277777777777,1,0.0,0.0,3,0.6999200000000001,5.261891554738487
-0.35,0.2234362880084466,0.2234362880084466,0,0,4.736862953800049,0.0,0.0,0.1221168340346692,0.0,0,90.29,0.2143442932728647,0,0,0,11.083039965986394,0,0,1,0,0,0,2.211052546066881,1.7238888888888888,2,1.392392290249433,0.0,6,-0.5224,16.20419790812442
-0.35,0.1446522689913092,0.1446522689913092,0,0,5.106527394840706,0.0,0.0,0.4775900936441173,17.451574074074074,0,46.010000000000005,0.1764814814814819,0,0,0,0.715277777777778,1,1,2,0,0,0,2.9131611636048604,7.321018518518519,1,0.1764814814814819,0.0,3,1.3354,0.0
-0.13,0.3380961874445432,0.3380961874445432,0,0,19.469060804555387,5.969305287951849,0.0,-0.9123360784406086,9.406974127614008,0,50.41,-0.3617592592592593,0,0,0,1.6743112244897964,0,0,1,1,0,0,3.0604534831115293,3.176574074074074,1,-0.3617592592592593,0.0,4,1.00494,4.736862953800049
-0.04,0.3835705716863944,0.3835705716863944,0,0,9.67362704263206,5.879988336435371,0.0,-0.6778575771994345,8.819722222222222,0,37.0,0.1736111111111113,0,0,0,0.0,0,0,1,0,0,0,3.134861511345448,0.0,1,0.1736111111111113,0.0,3,-0.3883000000000002,5.106527394840706
-0.01,0.3356672947256348,0.3356672947256348,1,1,19.838725245596045,5.969305287951849,5.969305287951849,-0.9123360841273984,17.869962207105065,1,61.41,-0.984444444444444,0,0,0,1.203796296296297,0,0,1,1,0,0,3.306535412749064,2.824074074074074,2,-0.984444444444444,0.0,4,0.52644,5.106527394840706
0.03,0.3439271740559993,0.3439271740559993,0,0,19.469060804555387,5.969305287951849,5.969305287951849,-0.904479175016628,9.042427012471656,0,50.41,-0.4010648148148148,0,0,0,0.3528732048374907,0,0,1,1,0,0,2.5197013214114903,3.1779891817838246,1,-0.4010648148148148,0.0,4,1.1683,9.94411597857734
0.21,0.2310586559503608,0.2310586559503608,0,0,5.106527394840706,0.0,0.0,0.4469663856645047,17.15302154195011,0,46.010000000000005,-0.0382407407407405,0,0,0,0.7965740740740742,1,1,2,0,0,0,2.828901215620696,9.088645124716551,1,-0.0382407407407405,0.0,3,1.3353999999999997,5.106527394840706
0.23,0.4745811720256028,0.490240318307003,1,1,23.07230972193699,12.145603805395323,12.145603805395323,-0.1924617915440722,7.125,0,37.3,-5.083333333333333,0,0,0,0.0,0,0,0,1,0,1,3.7911184170869663,0.0,1,-2.756944444444444,0.0,2,0.6333,9.901064578912528
0.3,0.4347223396845705,0.4347223396845705,0,0,14.780154437472769,11.890453176022207,0.0,-0.6564443058446866,18.65089191232048,0,75.05,-0.2604629629629627,0,0,0,0.9933333333333338,0,0,2,0,0,0,2.992697652411491,-0.2604629629629627,2,-0.2170370370370367,5.647177220767728,6,-0.7960000000000005,0.0
0.32,0.1338626034675271,0.1338626034675271,0,0,5.106527394840706,0.0,0.0,0.4872847578734112,11.67425925925926,0,33.120000000000005,0.3159259259259264,0,0,0,1.6550000000000002,2,2,3,0,0,0,2.5979683595627105,15.20962962962963,1,0.3159259259259264,0.0,2,3.093600000000001,0.0
0.32,0.3645575237100278,0.3645575237100278,0,0,9.67362704263206,5.879988336435371,0.0,-0.6773431977157516,8.882222222222222,0,24.11,0.2847222222222225,0,0,0,0.0,0,0,1,0,0,0,3.134861511345448,5.286759259259259,1,0.2847222222222225,0.0,2,0.2166999999999998,5.106527394840706
0.37,0.2681946167687749,0.2681946167687749,0,0,5.106527394840706,0.0,16.607092617084987,0.4653641348965844,9.10931783824641,0,54.37,-0.7927286470143609,0,0,0,-0.6826360544217676,1,2,2,0,0,0,2.6314974598009293,8.63416335978836,1,-0.4201851851851848,5.428790391900541,3,0.6551999999999996,5.106527394840706
0.38,0.3296102889470946,0.3296102889470946,0,0,9.523678331894054,11.520494837748885,0.0,0.4378015057971289,8.93388888888889,0,31.53,0.2604166666666669,0,0,0,0.0,0,0,1,0,0,0,3.165670309917317,3.1527777777777777,1,1.7187500000000004,0.0,2,1.88314,9.523678331894054
0.4,0.3714355331078725,0.3714355331078725,1,1,9.901064578912528,5.969305287951849,5.969305287951849,0.068494553275639,8.592107898715042,1,65.97999999999999,-1.0359259259259253,0,0,0,1.4211111111111117,1,1,2,1,1,0,2.697254060979738,7.188486394557823,2,-1.0533333333333323,0.0,4,1.2611,5.106527394840706
0.48,0.2329555579654606,0.2329555579654606,0,0,5.106527394840706,0.0,0.0,0.4479118625188573,9.243669690098262,0,46.010000000000005,0.0080555555555557,0,0,0,2.099166666666667,1,1,2,0,0,0,2.8395199428108358,7.453922902494331,1,0.0080555555555557,0.0,3,1.64382,0.0
0.67,0.253622647756989,0.253622647756989,0,0,5.106527394840706,0.0,0.0,0.5272688529684137,10.934132653061225,0,32.26,-0.0986574074074071,1,0,0,0.0,0,0,0,0,1,0,2.822354554248032,0.0,2,0.0,5.1745624433251,2,1.219,5.106527394840706
0.68,0.2472765226656021,0.2472765226656021,0,0,9.184952231746642,0.0,11.8250857755129,-0.1144660024374113,8.904746833153219,0,70.12,-0.624868302259175,0,0,0,6.235405066347527,1,1,1,1,0,0,2.188147822544662,8.174896188400878,1,-1.5612070105820102,0.0,4,1.6639799999999998,10.995559031900672
0.7,0.2378591413053749,0.2378591413053749,0,0,5.106527394840706,0.0,0.0,0.4512670685892959,9.571169690098262,0,46.010000000000005,-0.0174074074074073,0,0,0,2.107297335600908,1,1,2,0,0,0,2.5278040316309607,9.492976662887378,1,-0.0174074074074073,0.0,3,2.15762,0.0
0.77,0.2217597360416923,0.2217597360416923,0,0,9.937660666683517,0.0,0.0,-0.9044236894934397,8.54888888888889,0,24.11,1.0,0,0,0,0.0,0,0,1,0,0,0,3.0214653097240864,5.34,1,0.0,0.0,2,0.2113999999999997,5.20725302477729
0.77,0.0712618325418514,0.0712618325418514,0,0,0.0,0.0,0.0,1.3580555227287625,1.109567901234568,0,12.89,0.9820370370370372,0,0,0,1.0,1,1,2,0,0,0,2.9131611636048604,9.85858024691358,1,0.0,0.0,1,2.5235000000000003,0.0
0.8,0.3523567144019837,0.3523567144019837,1,1,9.901064578912528,11.659048686155325,17.218315581207328,0.0683651136649914,8.597558578987151,1,81.30000000000001,-1.294166666666667,0,0,0,-1.5847222222222217,0,0,1,1,0,0,3.703013236686776,0.9064814814814814,1,-1.294166666666667,5.559266895052008,6,-1.2177999999999995,5.106527394840706
0.9,0.3612870707906201,0.3612870707906201,0,0,9.67362704263206,5.156436481820707,0.0,-0.7181427815099888,10.076632653061225,0,37.0,0.24625,0,0,0,0.0,0,0,1,0,0,0,2.963125597615541,1.5691666666666666,1,1.2088425925925923,5.879988336435371,3,0.7236999999999998,0.0
0.9,0.3539880574055095,0.3539880574055095,1,1,9.901064578912528,5.969305287951849,5.969305287951849,0.0690003552882307,8.44675925925926,1,50.190000000000005,-0.9826851851851848,0,0,0,0.8193518518518521,0,0,1,1,0,0,3.069899265759275,4.896388888888889,1,-0.9826851851851848,0.0,3,1.08822,5.106527394840706
0.92,0.2536129694136001,0.2536129694136001,0,0,5.106527394840706,0.0,0.0,0.5346901377289944,10.540787037037036,0,32.26,-0.1273148148148146,1,0,0,0.0,0,0,0,0,1,0,2.831257109931365,0.0,2,0.0,5.1745624433251,2,0.4388000000000002,5.106527394840706
1.0,0.3821404368505774,0.3832710973930872,0,0,9.937660666683517,5.948339280986494,0.0,-0.8823636268240455,9.179074074074071,0,117.72,-0.0906481481481478,0,0,0,11.648194444444444,0,0,2,0,1,0,2.9436459600234923,0.0,4,0.0019444444444449,5.817862777835028,7,-1.3529000000000002,11.46733495432437
1.05,0.2223605502616142,0.2223605502616142,0,0,9.937660666683517,0.0,0.0,-0.9044298616142624,9.11236747988725,0,27.35,1.030969387755102,0,0,0,3.394905182866944,1,1,2,0,0,0,2.1096551630526696,12.051651234567904,1,0.0,0.0,3,2.4478,5.20725302477729
1.07,0.1367982717205054,0.1367982717205054,0,0,5.106527394840706,0.0,0.0,0.4703652787049171,15.349537037037038,0,46.010000000000005,0.1481481481481485,0,0,0,0.0,0,0,1,0,0,0,3.0214653097240864,1.4652777777777777,1,0.1481481481481485,0.0,3,0.1821999999999999,5.106527394840706
1.1,0.3391145499504281,0.3391145499504281,1,1,14.637927532712578,5.969305287951849,5.969305287951849,0.039819013746809,20.755728396883697,1,87.58,-1.0176355295204491,0,0,0,1.5184505227583338,1,1,2,1,1,0,1.6914695241363067,10.970805872318316,2,-0.7163016765348107,0.0,7,1.5858999999999994,4.736862953800049
1.12,0.2830787970376546,0.2830787970376546,0,0,9.937660666683517,0.0,0.0,-0.8640470555547398,9.986851851851853,0,37.0,0.7187037037037038,0,0,0,3.018333333333334,2,2,3,0,0,0,2.5979683595627105,15.025555555555556,1,0.0,11.033401435232523,3,1.9128,0.0
1.15,0.2306393043335702,0.2306393043335702,0,0,14.69560176298435,0.0,17.446478229165248,0.0964013667083678,9.587475434618293,0,97.97,-0.5264814814814811,0,0,0,-0.0168518518518507,0,0,2,2,0,0,2.390974001259907,0.0,1,-0.9064247921390765,0.0,7,-0.00048,0.0
1.2,0.3169149595209454,0.3169149595209454,0,0,10.213054789681411,6.010464839586836,6.010464839586836,0.3955162099286267,17.294444444444444,0,66.24000000000001,-0.3958333333333332,0,0,0,0.541666666666667,0,0,1,0,0,0,3.165670309917317,0.965,2,-0.208333333333333,0.0,4,0.1962199999999999,10.213054789681411
1.21,0.2702236300831677,0.2702236300831677,0,0,13.684959414672504,0.0,16.003753814338033,-0.3846160398570813,10.200716805240614,0,80.44,-2.160216049382716,0,0,0,-0.1852777777777772,1,1,1,0,0,0,3.121805775248301,5.038858024691358,1,0.0,5.687386274683562,5,1.1754,4.552749873690364
1.22,0.3767316535011182,0.3767316535011182,1,1,14.69560176298435,5.969305287951849,11.75255023431679,-0.1313598465719953,8.285891912320483,0,54.37,-1.4201851851851848,0,0,0,0.2083333333333339,1,1,1,2,0,1,2.9479803431399967,7.900678382464097,1,-2.29,5.783244946364939,3,0.9539,5.106527394840706
1.25,0.3539754985506631,0.3539754985506631,1,1,9.901064578912528,5.969305287951849,5.969305287951849,0.0690278238183127,8.322314814814815,1,50.19,-0.9901851851851852,0,0,0,0.081018518518519,0,0,1,1,0,0,2.981454614041131,4.755185185185185,1,-0.9901851851851852,0.0,3,0.7797999999999999,5.106527394840706
1.26,0.3683649966681091,0.3683649966681091,1,1,14.69560176298435,5.969305287951849,5.969305287951849,-0.1429546905363407,7.354166666666666,0,54.37,-1.4259259259259258,0,0,0,0.0,0,0,0,2,0,1,3.204805417886435,0.0,1,-1.4259259259259258,0.0,3,-0.7301,14.69560176298435
1.29,0.2220255224667972,0.2220255224667972,0,0,9.937660666683517,0.0,0.0,-0.9044483087823034,8.673333333333332,0,24.11,1.0208333333333337,0,0,0,1.1484259259259262,0,0,1,0,0,0,3.0324555320336755,3.6666666666666665,1,0.0,0.0,2,0.51982,5.20725302477729
1.3,0.2713691823646444,0.2713691823646444,0,0,10.213054789681411,0.0,11.987066042391046,0.1878331598575605,16.98597505668934,0,79.37,-0.7841175359032488,2,0,0,6.1325,0,0,1,0,0,0,2.789064645873789,4.684278155706727,3,-0.7841175359032488,5.945225213243084,4,1.0388000000000002,15.946722266843596
1.3,0.3138965347422908,0.3138965347422908,0,0,5.106527394840706,6.010464839586836,0.0,0.4328722488537341,9.843484504913077,0,46.010000000000005,-0.1771296296296294,0,0,0,0.7638888888888891,1,1,2,0,0,0,2.828901215620696,7.325867346938775,1,0.0,0.0,3,1.3353999999999997,5.106527394840706
1.33,0.3561464248602906,0.3561464248602906,1,1,9.901064578912528,5.969305287951849,5.969305287951849,0.0691559076394741,8.423148148148147,1,76.21000000000001,-1.098981481481481,0,0,0,5.373055555555555,0,0,1,1,0,0,3.1529414466808685,3.081574074074074,2,-1.098981481481481,0.0,4,0.3620000000000001,10.84019487200289
1.34,0.3383409848729682,0.3383409848729682,0,0,14.318215515965877,5.625586319077987,11.57189407953934,0.1004452594854981,9.055092592592594,0,67.50999999999999,-0.6574074074074077,0,0,0,-0.1658796296296294,0,0,1,1,0,0,3.4839536789179526,1.163148148148148,1,-0.9293981481481476,5.946307760461352,4,0.85642,5.106527394840706
1.36,0.3767318403337217,0.3767318403337217,1,1,14.69560176298435,5.969305287951849,11.75255023431679,-0.131360264457704,8.446086545729402,0,54.37,-1.4136545729402867,0,0,0,2.198739606953893,1,1,1,2,0,1,3.110518192511152,4.857222222222222,1,-2.271895313681027,5.783244946364939,3,1.57074,5.106527394840706
1.37,0.264762211315927,0.264762211315927,0,0,9.937660666683517,0.0,0.0,-0.8639042486849501,12.107777777777777,0,24.11,0.829814814814815,0,0,0,1.65962962962963,2,2,3,0,0,0,2.5979683595627105,17.65851851851852,1,0.0,11.033401435232523,2,2.517800000000001,0.0
1.4,0.3373041303791902,0.3373041303791902,1,1,9.901064578912528,5.969305287951849,5.969305287951849,0.0697378570084051,8.78787037037037,1,40.54,-0.8895370370370366,0,0,0,1.0625000000000004,1,1,1,1,0,0,3.1744047883990194,6.916018518518518,1,-0.8895370370370366,0.0,3,1.4508,5.106527394840706
1.41,0.3374247838518683,0.3374247838518683,1,1,14.824375627730198,5.969305287951849,10.89261633676952,-0.3826053512521272,19.857969104308392,1,93.33,-1.1540759637188205,0,0,0,-0.0569444444444431,1,1,2,1,0,0,2.872654785547702,5.372159863945578,1,-1.1540759637188205,5.687386274683562,6,1.8412,5.106527394840706
1.41,0.3437823544400119,0.3437823544400119,1,1,14.824375627730198,5.969305287951849,22.14345410315008,-0.3847196106748495,18.831172839506173,1,80.44,-1.4052777777777774,0,0,0,-0.9776234567901224,1,1,1,1,0,0,3.427344204506423,3.70858024691358,1,-1.4052777777777774,5.687386274683562,5,1.9464,16.70746728507322
1.45,0.3767428144119629,0.3767428144119629,1,1,14.69560176298435,5.969305287951849,11.75255023431679,-0.131366554290546,8.501228269085413,0,54.37,-1.4086111111111104,0,0,0,1.8478703703703712,1,1,1,2,0,1,3.206212076036486,5.1718820861678,1,-2.254722222222221,5.783244946364939,3,1.57074,5.106527394840706
1.45,0.2441862276294632,0.2441862276294632,0,0,15.319582184522115,0.0,0.0,0.3457345704665392,31.015689772822704,0,136.88,-0.3883399470899469,2,0,0,5.6146939300411525,0,0,1,0,1,0,2.521152463935549,0.0,5,-0.7940123456790107,0.0,8,0.6098999999999997,10.84019487200289
1.47,0.1999975618917949,0.1999975618917949,0,0,0.0,0.0,0.0,0.9315142007448628,25.262638888888887,0,89.15,0.039351851851852,0,0,0,0.1481481481481485,0,0,1,0,1,0,3.2185195487955407,3.4225462962962965,1,0.0,0.0,5,-0.45194,10.523783109476971
1.5,0.3472710011392586,0.3472710011392586,1,1,9.901064578912528,5.969305287951849,11.47032793914414,-0.1359522727434197,9.760154320987654,0,66.72999999999999,-1.638888888888889,0,0,0,-1.638888888888889,0,0,0,1,0,1,3.551713608029699,0.0,1,-1.419753086419753,5.501022651192291,4,0.4023,16.70746728507322
1.5,0.3714215143726395,0.3714215143726395,1,1,14.318215515965877,5.969305287951849,5.969305287951849,0.0659201944436158,8.27662037037037,1,67.50999999999999,-1.2382407407407408,0,0,0,-0.3716203703703702,0,0,1,1,0,0,3.196499674021378,2.0642592592592592,1,-1.5785185185185182,0.0,4,0.338,5.106527394840706
1.51,0.3714578796575477,0.3714578796575477,1,1,14.318215515965877,5.969305287951849,5.969305287951849,0.0660475189978539,8.747972096245906,1,67.50999999999999,-1.2547397014361292,0,0,0,0.2825954270597142,1,1,2,1,0,0,2.5849475624717035,11.08189342403628,1,-1.354875755857897,0.0,4,2.005,9.523678331894054
1.51,0.2947374639996792,0.2947374639996792,0,0,10.213054789681411,0.0,5.945225213243084,0.1729924006534223,17.20546296296296,0,43.7,-0.5393518518518514,2,0,0,0.6250000000000002,0,0,0,0,0,0,2.703513669446136,0.0,2,1.0150000000000003,5.945225213243084,3,0.9076,10.213054789681411
1.52,0.3767316563809981,0.3767316563809981,1,1,14.69560176298435,5.969305287951849,11.75255023431679,-0.1313604682492013,8.355194633408919,0,54.37,-1.4177286470143609,0,0,0,1.212998866213152,1,1,1,2,0,1,2.975135152090301,6.420555555555556,1,-2.2834693877551016,5.783244946364939,3,1.26232,5.106527394840706
1.56,0.2293610861076714,0.2293610861076714,0,0,10.213054789681411,0.0,0.0,0.451075719264685,28.35421863189721,0,78.07000000000001,-0.1154572940287221,0,2,2,0.2944444444444447,1,1,2,0,0,0,2.243964734877358,4.105060468631897,2,-0.1286993207776929,0.0,5,2.9697000000000005,5.106527394840706
1.59,0.3896906813336401,0.4924561052947094,0,0,4.923311048817671,11.896678561972989,10.871650329804163,-0.3936874449576797,19.576070308781947,0,115.42,-0.723674886621315,0,0,0,0.0,0,0,2,0,1,0,2.3789367851448926,0.0,1,-0.4558125472411183,0.0,9,-0.0530000000000001,11.600939890232516
1.6,0.3055464628049332,0.3055464628049332,0,0,15.05387512241263,5.687386274683562,21.221394647002462,-0.3926646242661841,36.72165910808768,0,137.22,-0.8293518518518521,0,0,0,-1.4997222222222206,1,1,2,0,0,0,2.857372475712073,1.7076851851851853,1,0.0,5.687386274683562,10,0.4849999999999999,5.20725302477729
1.6,0.3191459933126095,0.3191459933126095,0,0,9.843390348640757,6.010464839586836,0.0,0.3620135496749561,8.893888888888888,0,55.24000000000001,-0.0654166666666664,0,0,0,0.6845833333333335,0,0,1,0,0,0,3.0616881513453,1.6529629629629634,1,-0.0654166666666664,0.0,4,0.4992199999999998,9.843390348640757
1.63,0.3896906813336478,0.4924561036420837,0,0,4.923311048817671,11.896678561972989,10.871650329804163,-0.393687455897299,19.792053413958172,0,115.42,-0.7024075255102038,0,0,0,0.0,0,0,2,0,1,0,2.3789367851448926,0.0,1,-0.3735903250188956,0.0,9,0.0560999999999998,0.0
1.63,0.217638047053601,0.217638047053601,0,0,9.458459887683803,0.0,8.02793643225425,0.5131414614777845,0.5162037037037042,0,37.3,-2.4622016460905347,0,0,0,0.0,1,1,1,0,0,0,2.981454614041131,8.582479423868314,1,0.0,0.0,2,0.7788999999999999,4.893411602752475
1.67,0.3823979380962197,0.3823979380962197,1,1,9.901064578912528,5.969305287951849,5.969305287951849,-0.1299305415721345,8.03875496031746,0,37.3,-1.178008603132611,0,0,0,0.0,0,0,0,1,0,1,3.943696529652612,0.0,1,12.679620601326953,0.0,2,0.4911999999999998,5.106527394840706
1.69,0.1911919240843389,0.1911919240843389,0,0,10.213054789681411,0.0,6.290026729335213,0.0176572354029382,24.338698034769465,0,77.2,-1.6618461829176117,2,0,0,0.6792592592592597,0,0,1,0,1,0,2.589782979601781,3.5240958049886624,3,0.0,0.0,4,-0.04543,15.622338395472934
1.7,0.2328910428762599,0.2328910428762599,0,0,5.106527394840706,0.0,0.0,0.4304766900824144,9.679515306122449,0,46.010000000000005,0.0989351851851854,0,0,0,1.57640022675737,0,0,1,0,0,0,2.78407076858655,0.0,1,1.1228217645082723,0.0,3,2.579200000000001,0.0
1.7,0.2344221870008581,0.323019570233551,0,0,5.0323138419217255,5.948339280986494,5.0323138419217255,-0.4456990621598627,19.15819822373394,0,98.77,-0.7529629629629628,0,0,0,1.742222222222222,0,0,1,0,1,0,2.6688118501601634,0.0,1,-0.1180555555555551,0.0,8,-1.1863,0.0
1.71,0.3352922740588808,0.3352922740588808,1,1,9.901064578912528,5.969305287951849,5.969305287951849,0.069652145709614,8.357037037037037,1,50.19,-0.9190740740740744,0,0,0,0.268518518518519,0,0,1,1,0,0,2.981454614041131,2.893518518518518,1,-0.9190740740740744,0.0,3,0.7797999999999999,5.106527394840706
1.72,0.1859940462169687,0.1859940462169687,0,0,8.761648365854832,0.0,11.08044276552036,0.5641750703985462,0.0,0,37.3,-1.8289506172839507,0,0,0,0.0,1,1,1,0,0,0,2.981454614041131,8.467746913580246,1,0.0,0.0,2,1.2672,4.552749873690364
1.72,0.3356380782848229,0.3356380782848229,1,1,14.46816422670388,5.969305287951849,5.969305287951849,-0.6711100790548273,8.466447467876039,1,41.18,-0.888333333333333,0,0,0,0.3176851851851854,0,0,1,1,0,0,3.003400684579818,3.1157407407407405,1,-0.888333333333333,0.0,3,0.2092999999999997,5.106527394840706
1.75,0.2571813170912826,0.2571813170912826,0,0,9.843390348640757,0.0,0.0,0.3602149799403207,8.834398148148148,0,55.24000000000001,-0.1319444444444442,0,0,0,0.0,0,0,1,0,0,0,3.0065240073265844,0.0,1,0.1574074074074076,5.879988336435371,4,0.1907999999999998,5.106527394840706
1.76,0.2658977654618521,0.2658977654618521,0,0,13.212334168400758,0.0,15.930470882759089,0.0984887936210678,0.0,0,63.24,-3.554328703703702,0,0,0,0.2199074074074078,1,1,1,1,1,0,2.828397697128564,6.090972222222222,1,-0.5503703703703706,15.930470882759089,4,0.1186999999999999,0.0
1.79,0.3540038745173715,0.3540038745173715,1,1,9.901064578912528,5.969305287951849,5.969305287951849,0.0690720449862064,9.633172713529856,1,50.19,-0.9946730914588048,0,0,0,0.7926851851851857,1,1,2,1,0,0,2.6860346638769905,10.678182634164775,1,-0.9946730914588048,0.0,3,1.933,5.106527394840706
