pKa,qed,MolWt,HeavyAtomMolWt,ExactMolWt,NumValenceElectrons,MaxPartialCharge,MinPartialCharge,MaxAbsPartialCharge,MinAbsPartialCharge,BCUT2D_MWHI,BCUT2D_MWLOW,BCUT2D_CHGHI,BCUT2D_CHGLO,BCUT2D_LOGPHI,BCUT2D_LOGPLOW,BCUT2D_MRHI,BCUT2D_MRLOW,BalabanJ,BertzCT,Chi0,Chi0n,Chi0v,Chi1,Chi1n,Chi1v,Chi2n,Chi2v,Chi3n,Chi3v,Chi4n,Chi4v,HallKierAlpha,Ipc,Kappa1,Kappa2,Kappa3,LabuteASA,PEOE_VSA1,PEOE_VSA10,PEOE_VSA11,PEOE_VSA12,PEOE_VSA13,PEOE_VSA14,PEOE_VSA2,PEOE_VSA3,PEOE_VSA4,PEOE_VSA5,PEOE_VSA6,PEOE_VSA7,PEOE_VSA8,PEOE_VSA9,SMR_VSA1,SMR_VSA10,SMR_VSA2,SMR_VSA3,SMR_VSA4,SMR_VSA5,SMR_VSA6,SMR_VSA7,SMR_VSA9,SlogP_VSA1,SlogP_VSA10,SlogP_VSA11,SlogP_VSA12,SlogP_VSA2,SlogP_VSA3,SlogP_VSA4,SlogP_VSA5,SlogP_VSA6,SlogP_VSA7,SlogP_VSA8,TPSA,EState_VSA1,EState_VSA10,EState_VSA2,EState_VSA3,EState_VSA4,EState_VSA5,EState_VSA6,EState_VSA7,EState_VSA8,EState_VSA9,VSA_EState1,VSA_EState10,VSA_EState2,VSA_EState3,VSA_EState4,VSA_EState5,VSA_EState6,VSA_EState7,VSA_EState8,VSA_EState9,FractionCSP3,HeavyAtomCount,NHOHCount,NOCount,NumAliphaticCarbocycles,NumAliphaticHeterocycles,NumAliphaticRings,NumAromaticCarbocycles,NumAromaticHeterocycles,NumAromaticRings,NumHAcceptors,NumHDonors,NumHeteroatoms,NumRotatableBonds,NumSaturatedCarbocycles,NumSaturatedHeterocycles,NumSaturatedRings,RingCount,MolLogP,MolMR,fr_Al_COO,fr_Al_OH,fr_Al_OH_noTert,fr_ArN,fr_Ar_COO,fr_Ar_N,fr_Ar_NH,fr_Ar_OH,fr_COO,fr_COO2,fr_C_O,fr_C_O_noCOO,fr_C_S,fr_HOCCN,fr_Imine,fr_NH0,fr_NH1,fr_NH2,fr_N_O,fr_Ndealkylation1,fr_Ndealkylation2,fr_Nhpyrrole,fr_SH,fr_aldehyde,fr_alkyl_carbamate,fr_alkyl_halide,fr_allylic_oxid,fr_amide,fr_amidine,fr_aniline,fr_aryl_methyl,fr_azo,fr_barbitur,fr_benzene,fr_bicyclic,fr_ether,fr_furan,fr_guanido,fr_halogen,fr_hdrzine,fr_hdrzone,fr_imidazole,fr_imide,fr_ketone,fr_ketone_Topliss,fr_lactam,fr_lactone,fr_methoxy,fr_morpholine,fr_nitrile,fr_nitro,fr_nitro_arom,fr_nitro_arom_nonortho,fr_nitroso,fr_oxazole,fr_oxime,fr_para_hydroxylation,fr_phenol,fr_phenol_noOrthoHbond,fr_piperdine,fr_piperzine,fr_priamide,fr_pyridine,fr_quatN,fr_sulfide,fr_sulfonamd,fr_sulfone,fr_term_acetylene,fr_tetrazole,fr_thiazole,fr_thiocyan,fr_thiophene,fr_unbrch_alkane,fr_urea,Dataset
2.64,0.493682906,126.155,116.075,126.0680796,50,0.381417483,-0.471628176,0.471628176,0.381417483,16.36433855,9.98129378,2.030700914,-2.050557629,2.086686795,-2.006962561,5.860315158,-0.129961302,4.03995918,163.5807348,7.491563832,5.855461886,5.855461886,3.916502219,2.677730943,2.677730943,2.805152564,2.805152564,0.544432736,0.544432736,0.240966368,0.240966368,-0.97,51.00335669,8.03,2.540902984,7.03,54.88388496,5.106527395,0,0,0,0,5.969305288,0,4.794537184,0,0,5.920434319,20.7712116,11.33542479,0,9.901064579,5.969305288,0,0,5.414990469,20.7712116,0,0,11.84086864,0,0,0,0,11.07583268,4.794537184,17.25585911,20.7712116,0,0,0,37.3,5.969305288,4.794537184,5.414990469,0,0,0,0,20.7712116,11.84086864,5.106527395,0,0,9.872361111,8.103194444,-0.209930556,3.558958333,0,0,5.592083333,0,0.571428571,9,1,2,0,0,0,0,0,0,1,1,2,0,0,0,0,0,1.1205,34.8668,1,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2.66,0.54438251,144.194,130.082,144.1019051,58,0.365004236,-0.476625182,0.476625182,0.365004236,16.3692381,9.827189329,2.386411186,-2.242688332,2.234609849,-2.766712095,5.761062127,-0.467855366,2.563226109,138.5415331,7.612884175,6.098102573,6.098102573,4.650482454,3.738391115,3.738391115,3.146142822,3.146142822,2.264337347,2.264337347,1.442418862,1.442418862,-0.57,173.9480644,7.536044539,2.580198847,1.290264973,60.21871911,10.84019487,0,5.538925252,0,0,5.969305288,0,4.794537184,0,0,6.420821623,12.84164325,12.84164325,0,15.63473206,5.969305288,0,0,0,37.64303337,0,0,0,5.733667477,0,0,0,16.61475794,4.794537184,0,32.10410811,0,0,0,64.94,11.50823054,4.794537184,0,0,25.68328649,6.420821623,0,0,5.733667477,5.106527395,0,0,10.61361111,8.735,3.074467593,-0.729444444,0,4.723032407,0,0,0.857142857,10,4,3,1,0,1,0,0,0,1,2,3,1,1,0,1,1,0.0158,36.3399,1,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
2.66,0.359376227,111.124,104.068,111.0552893,42,0.311235276,-0.349741977,0.349741977,0.311235276,16.46813093,10.46959407,1.936718005,-1.865445986,1.858837588,-2.321116782,5.174798632,-0.893004434,3.134861511,166.5384734,5.983127663,4.281178537,4.281178537,3.804530453,2.259155957,2.259155957,1.4700731,1.4700731,0.869906615,0.869906615,0.447790603,0.447790603,-1.25,72.49526583,4.898148148,1.694489796,0.702662722,46.94918554,5.207253025,6.196843572,0,0,0,5.817862778,5.733667477,0,0,0,10.79677471,6.066367068,6.066367068,0,9.937660667,5.817862778,0,0,0,0,5.733667477,24.39594478,0,10.46407512,5.817862778,0,0,5.207253025,0,0,0,24.39594478,0,0,50.13,0,0,0,5.817862778,4.730407642,6.196843572,18.19910121,0,0,10.9409205,0.861111111,0,0,8.710925926,5.232777778,0.340277778,5.053981481,1.467592593,0,0,0,8,3,3,0,0,0,0,1,1,2,2,3,0,0,0,0,1,-0.2064,28.2339,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
2.67,0.540301502,173.149,170.125,172.9782786,58,0.345609025,-0.477046919,0.477046919,0.345609025,32.13357006,10.46581616,2.127857468,-1.805699902,2.228111503,-1.891982052,7.165799571,-0.379712491,2.99417056,276.6859916,8.43072142,5.182120891,5.998617472,5.109060905,2.585418005,3.401914586,1.700146194,2.762373191,0.982541098,2.007449675,0.540744249,1.200070709,-1.43,346.7113537,7.674493208,2.666937792,1.525929032,65.04544008,5.106527395,4.877147194,0,0,0,10.97038726,10.11431827,4.794537184,0,0,11.33678588,6.066367068,6.066367068,4.923311049,14.82437563,22.30717314,0,0,0,0,0,27.1241996,0,0,5.001081977,0,11.33678588,15.99914373,0,10.11431827,9.671684378,12.13273414,0,0,80.44,10.89261634,14.90885545,9.87822917,11.33678588,0,12.13273414,0,0,0,5.106527395,0,0.650462963,19.6536489,18.27709184,0,-1.136018519,2.388148148,0,0,0,0,11,1,5,0,0,0,0,1,1,4,1,6,2,0,0,0,1,1.3545,37.9327,0,0,0,0,1,0,0,0,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
2.68,0.540301502,173.149,170.125,172.9782786,58,0.352533717,-0.476861668,0.476861668,0.352533717,32.13347366,10.39241485,2.198131656,-1.864260376,2.231674707,-1.968010785,7.120555834,-0.384292996,3.157704006,276.6859916,8.43072142,5.182120891,5.998617472,5.125897658,2.578320986,3.457973797,1.697227466,2.613343544,1.035381718,1.927008155,0.606309557,1.303473286,-1.43,348.1409563,7.674493208,2.666937792,1.347306932,65.04544008,5.106527395,0,4.877147194,0,5.687386275,5.969305288,10.11431827,4.794537184,0,11.33678588,0,5.38006277,6.066367068,4.923311049,14.82437563,22.99347744,0,0,0,0,0,26.4378953,0,0,5.687386275,0,11.33678588,15.99914373,0,10.11431827,9.671684378,11.44642984,0,0,80.44,10.89261634,14.90885545,10.56453347,0,11.33678588,11.44642984,0,0,0,5.106527395,0,0.844768519,19.49425926,19.92217593,-0.344907407,-1.257685185,1.174722222,0,0,0,0,11,1,5,0,0,0,0,1,1,4,1,6,2,0,0,0,1,1.3545,37.9327,0,0,0,0,1,0,0,0,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
2.68,0.554581167,181.147,174.091,181.0375077,68,0.342225335,-0.477454807,0.477454807,0.342225335,16.62857221,10.11230586,2.181951889,-1.975639581,2.190377283,-2.019747321,5.919057034,-0.384759426,3.348659071,372.406818,10.00807169,6.85122287,6.85122287,6.019744508,3.504519984,3.504519984,2.582865732,2.582865732,1.580339029,1.580339029,0.973576774,0.973576774,-1.91,665.6591816,9.180171326,3.220377951,1.812075767,73.77001892,5.106527395,5.563451492,0,0,5.687386275,5.969305288,10.11431827,4.794537184,0,0,6.066367068,18.55355576,6.066367068,4.923311049,14.82437563,11.65669156,0,0,0,6.9237372,0,39.44032246,0,0,5.687386275,0,0,15.99914373,0,17.03805547,15.92144017,18.19910121,0,0,80.44,10.89261634,14.90885545,11.25083777,5.563451492,0,18.19910121,6.9237372,0,0,5.106527395,0,0,20.25574452,19.02163265,0.013703704,-1.285462963,3.995740741,0,1.665308012,0,0.125,13,1,5,0,0,0,1,0,1,3,1,5,2,0,0,0,1,1.60142,44.7927,0,0,0,0,1,0,0,0,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2.68,0.183146617,134.115,126.051,134.0560175,52,0.366728758,-0.479420953,0.479420953,0.366728758,16.65436642,10.76191943,1.981628341,-1.920225651,1.632297355,-2.542030788,5.706944873,-0.148421516,3.102825942,109.4713804,7.276020882,4.625517496,4.625517496,4.125897658,2.101433883,2.101433883,1.239817552,1.239817552,0.385663985,0.385663985,0.181155369,0.181155369,-1.3,65.14695103,7.7,3.671496036,6.7,51.06757872,5.106527395,0,6.606881965,0,0,11.92885986,11.14295108,9.632125768,0,5.480096598,0,0,0,0,20.14793677,11.92885986,0,5.480096598,5.733667477,0,6.606881965,0,0,16.62304768,0,0,0,23.64226922,9.632125768,0,0,0,0,0,110.17,12.57618725,4.794537184,5.959554569,0,0,0,0,5.480096598,4.837588584,16.24947848,0,0,13.94481009,12.81449924,6.812218443,-1.263888889,0,0,-0.474305556,0,0.333333333,9,6,6,0,0,0,0,0,0,2,4,6,3,0,0,0,0,-3.334,27.8433,1,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2.69,0.655272767,146.529,143.505,145.9770716,48,0.37133109,-0.475372684,0.475372684,0.37133109,35.49569084,10.45996009,2.05594485,-1.785668056,2.116725846,-1.906341788,6.302787845,0.066222002,2.977648532,227.8619086,6.853371151,4.296375188,5.052304134,4.198377303,2.172564989,2.550529462,1.434327719,1.8707635,0.778245089,0.976441115,0.425199899,0.568841452,-0.96,130.4959298,6.164378109,2.10721277,1.233618172,55.84969658,9.523678332,6.263162996,0,5.760247419,0,5.969305288,0,4.794537184,0,0,11.60093989,0,6.066367068,5.022633314,14.31821552,17.57024518,0,0,0,0,0,23.1124108,0,0,0,0,11.60093989,11.07583268,0,0,10.5547846,16.746681,5.022633314,0,50.44,5.969305288,4.794537184,5.760247419,5.022633314,0,12.32953006,0,0,4.417150937,16.70746729,4.494212963,5.347391975,10.06186728,8.544274691,0,-1.248240741,1.239969136,1.171635802,0,0,0,9,1,3,0,0,0,0,1,1,2,1,4,1,0,0,0,1,1.6312,30.6773,0,0,0,0,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2.69,0.488923461,476.566,440.278,476.2410181,188,0.335440102,-0.479236095,0.479236095,0.335440102,16.63581658,9.381911273,2.837320147,-2.630570066,2.754591021,-2.693044608,5.915167206,-0.205854912,1.493208281,954.447286,24.31119031,20.55566401,20.55566401,15.87906528,12.73087101,12.73087101,12.97286387,12.97286387,10.67269812,10.67269812,9.263571464,9.263571464,-1.51,39244724.49,22.92261455,6.825548053,2.733522762,199.5607979,24.05397921,17.99117772,6.103966388,0,0,11.93861058,9.589074368,4.794537184,0,0,6.9237372,63.70530065,30.96748207,23.54082929,38.43759076,17.72185552,0,0,33.99868955,89.62991293,19.82064589,0,0,0,0,0,0,66.05906321,33.33106337,33.99868955,66.21987854,0,0,0,111.66,34.10535424,19.49013895,48.13502277,18.75954929,32.4762288,0,0,20.7712116,6.9237372,18.94745182,24.02686234,0,38.60302822,10.00176317,-3.332932571,-1.088232275,0,2.327263551,9.878914228,0,0.884615385,34,1,8,2,4,6,0,0,0,7,1,8,3,2,4,6,6,2.7575,117.7958,1,0,0,0,0,0,0,0,1,1,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,4,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2.7,0.57938681,124.099,120.067,124.0272774,46,0.355600343,-0.476467476,0.476467476,0.355600343,16.36639431,10.46399738,1.995403169,-1.861400376,1.863261393,-1.985245206,5.84142468,0.068972417,2.981454614,209.4577966,6.690234444,4.481939885,4.481939885,4.304530453,2.297942878,2.297942878,1.395805461,1.395805461,0.782293067,0.782293067,0.409531568,0.409531568,-1.45,129.2253387,5.682450331,2.212180313,1.218313829,51.19139705,5.106527395,0,5.693927995,0,0,5.969305288,4.983978521,9.778515705,0,0,0,0,12.39368714,6.196843572,9.901064579,5.969305288,0,9.967957042,0,0,0,24.28445871,0,0,0,0,0,21.04378972,0,0,10.48846518,18.59053071,0,0,63.08,5.969305288,4.794537184,5.693927995,0,0,18.59053071,0,0,9.967957042,5.106527395,0,0,17.17722222,8.282314815,-0.030092593,-1.052685185,0,3.956574074,0,0,0,9,1,4,0,0,0,0,1,1,3,1,4,1,0,0,0,1,0.1748,28.9913,0,0,0,0,1,2,0,0,1,1,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2.7,0.788242417,262.046,254.99,261.9490775,58,0.336537449,-0.477604777,0.477604777,0.336537449,126.9127043,10.10956006,2.089608464,-2.006908665,2.151067287,-2.014766427,14.11193184,0.069472263,3.318913173,273.8935742,8.43072142,5.965477167,8.122975458,5.125897658,3.110730115,4.189479261,2.23688632,3.399077002,1.435809226,2.334766848,0.902781971,1.76648585,-0.58,255.6766679,8.51596929,3.211770945,1.709080079,78.37888132,5.106527395,0,0,0,0,5.969305288,0,4.794537184,0,0,12.13273414,41.14442639,3.570182271,5.563451492,9.901064579,28.56017592,0,0,0,6.9237372,0,32.89618646,0,0,0,0,22.59087063,11.07583268,0,10.49391947,15.92144017,18.19910121,0,0,37.3,5.969305288,4.794537184,0,5.563451492,9.133633763,0,19.05647134,28.6572377,0,5.106527395,0.78712963,2.020403704,10.63779259,8.741681481,1.219907407,-0.854166667,5.436681481,0,1.797237037,0,0.125,11,1,2,0,0,0,1,0,1,1,1,3,1,0,0,0,1,2.29782,50.8553,0,0,0,0,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2.7,0.623233947,214.192,208.144,214.0715422,78,0.179652938,-0.23880734,0.23880734,0.179652938,15.47950491,10.07178052,2.112667579,-2.008746478,2.253790937,-1.884186098,5.755826467,0.881498814,2.194524467,516.6312252,10.79468245,7.99268265,7.99268265,7.949489743,4.52177746,4.52177746,3.045289613,3.045289613,2.127994683,2.127994683,1.442623323,1.442623323,-2.64,13355.77124,8.650893555,3.496009763,1.32280037,89.09252167,0,0,11.648809,0,0,0,0,10.19736362,0,10.19736362,24.26546827,20.85354038,11.12690298,0,0,0,0,41.24826762,0,0,0,24.26546827,22.77571198,0,0,0,0,41.24826762,0,0,0,24.26546827,0,22.77571198,108.92,0,0,0,11.648809,11.12690298,0,0,24.26546827,41.24826762,0,0,0,0,27.2710771,1.67787037,1.151851852,7.565867347,0,0,0,0,16,2,8,0,0,0,1,2,3,6,2,8,2,0,0,0,3,0.0468,52.7854,0,0,0,0,0,8,2,0,0,0,0,0,0,0,0,6,2,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0
2.71,0.425775197,162.166,156.118,161.9986797,56,0.16399076,-0.298079335,0.298079335,0.16399076,32.22782916,10.22048552,2.274756803,-2.067295016,2.032397056,-2.314333004,7.925121478,-0.124381224,2.892479471,252.0230762,7.776020882,5.162561796,5.979058377,4.494800481,2.733145455,4.55451266,2.286372147,4.350862512,1.156139248,2.67974261,0.863568924,2.150880366,-0.71,106.4562509,7.397642626,2.157471809,1.632972448,58.14163091,0,11.50570721,21.40374303,0,0,0,9.589074368,8.417796984,0,0,0,0,0,6.420821623,18.00687135,21.40374303,0,0,0,6.420821623,11.50570721,0,0,0,0,0,0,31.48999409,19.4263275,0,6.420821623,0,0,0,68.28,32.90945024,18.00687135,6.420821623,0,0,0,0,0,0,0,21.25944444,0,20.97819444,0,0,-1.898333333,0,-0.209097222,0,-3.380208333,0.6,10,0,4,0,1,1,0,0,0,4,0,5,0,0,1,1,1,-1.0569,33.2848,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
2.72,0.508764796,134.115,123.027,134.0496662,48,0.200150037,-0.344253803,0.344253803,0.200150037,31.17750792,10.26272581,2.198566806,-2.149521851,2.449609717,-2.007401251,7.575350682,0.462650441,2.449592169,111.5970774,6.035533906,4.838209387,5.732636578,3.707106781,3.015029718,5.045089154,2.354171825,4.941195132,1.515029718,3.545089154,1.006314491,2.665390082,0.19,59.4111508,6.312100122,2.200138473,1.605746547,49.36369224,4.893411603,0,0,7.36882753,0,0,4.565048285,0,0,0,6.420821623,12.84164325,12.32382005,0,9.458459888,7.36882753,0,0,0,19.26246487,12.32382005,0,0,0,0,0,7.36882753,17.21723166,4.565048285,0,19.26246487,0,0,0,37.3,7.36882753,4.565048285,0,12.32382005,19.26246487,0,0,0,0,4.893411603,10.78944444,0,8.93,0,0,0,0,4.172723765,0,-2.586612654,1,8,1,2,0,1,1,0,0,0,1,1,3,0,0,1,1,1,1.4407,33.4103,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2.73,0.557755131,185.11,181.078,185.0124358,68,0.3384417,-0.477559953,0.477559953,0.3384417,19.14219317,10.16871754,2.147918561,-1.955848247,2.158219034,-2.010659875,5.881828226,-0.384492462,3.267052212,376.7553336,10.00807169,6.229187343,6.229187343,6.019744508,3.193502221,3.193502221,2.226411572,2.226411572,1.391170695,1.391170695,0.790717451,0.790717451,-1.98,675.8157081,9.110744102,3.176550566,1.781539406,71.57061221,5.106527395,11.38067233,0,0,5.687386275,5.969305288,10.11431827,9.184952232,0,0,0,6.066367068,12.13273414,4.923311049,19.21479068,11.65669156,0,0,0,0,0,39.69409181,0,0,10.07780132,0,0,15.99914373,0,15.93153911,10.35798868,18.19910121,0,0,80.44,27.96067494,19.2992705,0,6.066367068,12.13273414,0,0,0,0,5.106527395,12.68035336,0,19.72537037,18.58649849,-1.14537037,-2.514537037,2.334351852,0,0,0,0,13,1,5,0,0,0,1,0,1,3,1,6,2,0,0,0,1,1.4321,40.0137,0,0,0,0,1,0,0,0,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2.73,0.784046298,259.31,248.222,259.053575,90,0.345401233,-0.477049336,0.477049336,0.345401233,32.13353229,10.14232254,2.088781125,-1.973837445,2.262821379,-1.989564646,7.202722843,-0.376924434,1.973188943,700.9358232,12.53516943,9.459482437,10.27597902,8.720346691,5.498225913,6.314722494,4.071818833,5.15559579,2.759237572,3.863320558,1.926312319,2.808223616,-2.14,24803.89649,10.97938193,4.268627215,1.999269128,107.1349451,5.106527395,23.81559074,0,6.327320075,0,5.969305288,4.983978521,9.361636832,0,11.33678588,6.066367068,29.14877691,4.699919916,0,14.8850431,27.3922353,0,4.567099648,0,6.544756406,0,53.42707418,0,4.983978521,0,0,11.33678588,15.64293233,6.544756406,0,15.23513587,42.98647549,0,10.08614413,56.37,5.969305288,4.794537184,0,4.877147194,22.19435203,11.33678588,6.066367068,41.48720807,4.983978521,5.106527395,3.042837065,1.309528166,14.29306293,9.956455709,1.154480348,-0.863185574,7.783078467,5.714922031,0.775487528,0,0.076923077,18,2,4,0,0,0,1,2,3,3,1,5,3,0,0,0,3,2.2634,68.874,0,0,0,0,1,2,1,0,1,1,1,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
2.74,0.740184271,191.013,186.981,189.9588347,58,0.336708443,-0.477600789,0.477600789,0.336708443,35.49683445,10.20675057,2.067033716,-1.964890459,2.199118884,-1.956984599,6.36021286,0.069687633,3.196069662,296.4920898,8.43072142,5.34344164,6.855299532,5.109060905,2.793729288,3.549658234,1.929320787,2.772956694,1.161540358,1.709346469,0.662919542,1.152247021,-0.73,252.1073814,8.367370983,3.113456534,1.85085949,73.35863354,5.106527395,0,0,0,0,5.969305288,0,4.794537184,0,0,23.20187978,18.19910121,5.022633314,10.58608481,9.901064579,29.17118507,0,0,0,0,0,33.80781932,0,0,0,0,23.20187978,11.07583268,0,0,10.35798868,18.19910121,10.04526663,0,37.3,5.969305288,4.794537184,10.58608481,5.022633314,0,18.19910121,0,0,0,28.30840718,0,11.10348199,10.40553099,9.116974679,0.065802469,-1.049382716,4.246481481,0,0,0,0,11,1,2,0,0,0,1,0,1,1,1,4,1,0,0,0,1,2.6916,43.4213,0,0,0,0,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2.74,0.551531408,122.189,112.109,122.0401506,44,0.152538693,-0.306084351,0.306084351,0.152538693,32.20918811,10.27205696,1.953405192,-1.947632255,1.909121138,-2.010085528,7.787124677,0.551492858,3.126006652,70.09004635,5.86180732,4.548167227,5.364663808,3.125897658,2.200864816,3.47669679,1.881999691,2.858305373,0.475910314,1.427730943,0.285153962,0.855461886,0.11,19.09358393,7.11,3.156049521,6.11,46.2115692,4.552749874,0,11.08044277,0,0,0,0,4.208898492,0,0,13.8474744,5.917906046,0,5.752853607,8.761648366,11.08044277,0,0,5.917906046,13.8474744,5.752853607,0,0,0,0,0,0,14.51450197,11.08044277,5.917906046,13.8474744,0,0,0,37.3,11.08044277,4.208898492,0,11.67075965,0,0,0,13.8474744,0,4.552749874,18.11583333,-1.595679012,0,0,0,0.713734568,0,0,3.821666667,0,1,7,1,2,0,0,0,0,0,0,1,1,3,2,0,0,0,0,0.8641,30.4762,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2.75,0.486644279,270.333,248.157,270.1680934,106,0.326201382,-0.479706803,0.479706803,0.326201382,16.36827814,10.03145653,2.265517925,-2.154913898,2.024781749,-2.686200052,5.855245895,-0.406468133,2.581890438,416.6188031,14.41384908,11.27178187,11.27178187,8.896754606,6.293828121,6.293828121,5.05492632,5.05492632,2.763797659,2.763797659,1.821779653,1.821779653,-1.89,15385.86436,15.16844535,6.886912705,5.086934463,111.1517214,16.15698348,17.9326124,6.041840829,6.327320075,5.907179729,5.969305288,9.778515705,9.778515705,0,0,13.8474744,5.917906046,12.84164325,0,25.41324776,11.87648502,0,10.30076712,5.917906046,38.7727993,0,18.21809164,0,16.0344346,0,0,0,34.05067259,16.00989599,5.917906046,25.96222402,12.52416365,0,0,123.97,18.05298695,9.589074368,12.32800135,12.33872767,5.693927995,0,12.52416365,13.8474744,21.01841312,5.106527395,0,0,28.68772303,11.65039714,4.488181821,-1.036233518,-1.381466128,4.101512451,3.989885208,0,0.583333333,19,7,7,0,0,0,0,1,1,2,4,7,7,0,0,0,1,-1.4027,66.75,1,0,0,0,0,2,2,0,1,1,2,1,0,0,0,0,3,0,0,0,0,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
