"Molecule name","OriginalSmiles","Canonical_QSARr","InChI_Code_QSARr","InChI Key_QSARr","Salt_Solvent (Concatenate)","temp","method","type","group","basicOrAcidic","pKa"
"14979","O[N+]=1(C=3(C([N+]([O-])=C2(C=1C=CC=C2))=CC=CC=3))","[O-][N+]1=C2C=CC=CC2=[N+](O)C2=CC=CC=C12","InChI=1S/C12H9N2O2/c15-13-9-5-1-2-6-10(9)14(16)12-8-4-3-7-11(12)13/h1-8,15H/q+1","OINNCVINXPJGJH-UHFFFAOYSA-N","?","23","spectrophotometric","a/apparent","?","acidic",-1.62
"13924","SC2(=[NH+]C=1(C(=CC=CC=1)C=C2))","SC1C=CC2=CC=CC=C2N=1","InChI=1S/C9H7NS/c11-9-6-5-7-3-1-2-4-8(7)10-9/h1-6H,(H,10,11)","KXZSVYHFYHTNBI-UHFFFAOYSA-N","?","20","spectrophotometric","a1/apparent","?","acidic",-1.44
"10235","SC1(=[N+](C=CC=C1)C)","C[N+]1C=CC=CC=1S","InChI=1S/C6H7NS/c1-7-5-3-2-4-6(7)8/h2-5H,1H3/p+1","UHOAUPKGWPQNDM-UHFFFAOYSA-O","?","24","mean from 2","a/apparent","?","acidic",-1.42
"13083","O([N+]1(=C(O)C=CC=C1))C","CO[N+]1C=CC=CC=1O","InChI=1S/C6H7NO2/c1-9-7-5-3-2-4-6(7)8/h2-5H,1H3/p+1","QQIZPGDMEQYXPB-UHFFFAOYSA-O","?",,"spectrophotometric","a/apparent","?","acidic",-1.3
"17875","SC1(=[NH+]C=CC=C1)","SC1C=CC=CN=1","InChI=1S/C5H5NS/c7-5-3-1-2-4-6-5/h1-4H,(H,6,7)","WHMDPDGBKYUEMW-UHFFFAOYSA-N","?","20","mean from 2","a1/apparent","?","acidic",-1.22
"16743","O3(C(N2(C1(=NC(=[NH+]C(=C1N=C2)O)N)))CC(C3CO)O)","NC1N=C(O)C2N=CN(C3CC(O)C(CO)O3)C=2N=1","InChI=1S/C10H13N5O4/c11-10-13-8-7(9(18)14-10)12-3-15(8)6-1-4(17)5(2-16)19-6/h3-6,16-17H,1-2H2,(H3,11,13,14,18)","YKBGVTZYEHREMT-UHFFFAOYSA-N","?","25","potentiometric","a1/apparent","H(+)","acidic",-0.97
"11190","O=C2(N(C1(=C(C=CC=C1)C=C2))C)","CN1C(=O)C=CC2C=CC=CC1=2","InChI=1S/C10H9NO/c1-11-9-5-3-2-4-8(9)6-7-10(11)12/h2-7H,1H3","QYEMNJMSULGQRD-UHFFFAOYSA-N","?","20","spectrophotometric","a/apparent","?","acidic",-0.71
"11596","O[N+]1(=C(C=C(C#N)C=C1)C)","CC1C=C(C=C[N+]=1O)C#N","InChI=1S/C7H7N2O/c1-6-4-7(5-8)2-3-9(6)10/h2-4,10H,1H3/q+1","OZUYEBOXYYWOOK-UHFFFAOYSA-N","?",,"spectrophotometric","a/apparent","?","acidic",-0.67
"14373","O[N+]1(=C(C=C(C#N)C=C1C)C)","CC1C=C(C=C(C)[N+]=1O)C#N","InChI=1S/C8H9N2O/c1-6-3-8(5-9)4-7(2)10(6)11/h3-4,11H,1-2H3/q+1","YIQIJOCZXURANB-UHFFFAOYSA-N","?",,"spectrophotometric","a/apparent","?","acidic",-0.61
"12553","O2(CCN(C1(=NC(=NC(=C1)N)N))CC2)","NC1N=C(C=C(N)N=1)N1CCOCC1","InChI=1S/C8H13N5O/c9-6-5-7(12-8(10)11-6)13-1-3-14-4-2-13/h5H,1-4H2,(H4,9,10,11,12)","DFSFIKNJVGWSMU-UHFFFAOYSA-N","?","20",,"a2/thermodynamic","?","acidic",-0.35
"13886","OC=1(C=2(C([NH+]=NC=1)=CC=CC=2))","OC1C=NN=C2C=CC=CC2=1","InChI=1S/C8H6N2O/c11-8-5-9-10-7-4-2-1-3-6(7)8/h1-5H,(H,10,11)","UFMBERDMCRCVSM-UHFFFAOYSA-N","?","20","spectrophotometric","a1/apparent","?","acidic",-0.35
"12257","O=C(OCC)C1(=CC(=[N+](O)C(=C1)C)C)","CC1=CC(=CC(C)=[N+]1O)C(=O)OCC","InChI=1S/C10H14NO3/c1-4-14-10(12)9-5-7(2)11(13)8(3)6-9/h5-6,13H,4H2,1-3H3/q+1","AVGUAQOGRHFITN-UHFFFAOYSA-N","?",,"spectrophotometric","a/apparent","?","acidic",-0.13
"10174","OC1(=[N+](C=CN=C1)C)","C[N+]1C=CN=CC=1O","InChI=1S/C5H6N2O/c1-7-3-2-6-4-5(7)8/h2-4H,1H3/p+1","AXDPIARTQUKALL-UHFFFAOYSA-O","?","20","spectrophotometric","a/apparent","?","acidic",-0.04
"10885","O=C(O)C1(=CC(=[N+](O)C(=C1)C)C)","CC1C=C(C=C(C)[N+]=1O)C(O)=O","InChI=1S/C8H9NO3/c1-5-3-7(8(10)11)4-6(2)9(5)12/h3-4H,1-2H3,(H-,10,11,12)/p+1","SNSJQCGPTAGKHM-UHFFFAOYSA-O","?",,"spectrophotometric","a/apparent","?","acidic",-0.01
"12256","O=C(OCCCC)C1(=C[N+](O)=CC=C1)","CCCCOC(=O)C1C=CC=[N+](O)C=1","InChI=1S/C10H14NO3/c1-2-3-7-14-10(12)9-5-4-6-11(13)8-9/h4-6,8,13H,2-3,7H2,1H3/q+1","ADZQSRVCJHYPMM-UHFFFAOYSA-N","?",,"spectrophotometric","a/apparent","?","acidic",0.03
"13875","OC=1([NH+]=NC2(=CC=CC=C2(C=1)))","OC1=CC2C=CC=CC=2N=N1","InChI=1S/C8H6N2O/c11-8-5-6-3-1-2-4-7(6)9-10-8/h1-5H,(H,10,11)","CXUGAWWYKSOLEL-UHFFFAOYSA-N","?","20","spectrophotometric","a1/apparent","?","acidic",0.21
"17627","FC(F)(F)C(=O)O","OC(=O)C(F)(F)F","InChI=1S/C2HF3O2/c3-2(4,5)1(6)7/h(H,6,7)","DTQVDTLACAAQTR-UHFFFAOYSA-N","?","23","mean from 3","a1/apparent","?","acidic",0.23
"13296","OC1(=[NH+]C([O-])=[N+](C)C2(=C1N(C=N2)C))","CN1C=NC2C1=C(O)N=C(O)[N+]=2C","InChI=1S/C7H8N4O2/c1-10-3-8-5-4(10)6(12)9-7(13)11(5)2/h3H,1-2H3,(H,9,12,13)/p+1","YAPQBXQYLJRXSA-UHFFFAOYSA-O","?",,"spectrophotometric","a1/apparent","?","acidic",0.3
"17204","OC=1(C=3(C([NH+]=C2(C=1C=CC=C2))=CC=CC=3))","OC1C2=CC=CC=C2N=C2C=CC=CC2=1","InChI=1S/C13H9NO/c15-13-9-5-1-3-7-11(9)14-12-8-4-2-6-10(12)13/h1-8H,(H,14,15)","FZEYVTFCMJSGMP-UHFFFAOYSA-N","?","20","spectrophotometric","a/apparent","?","acidic",0.32
"10292","OC1(=[N+](C=CC=C1)C)","C[N+]1C=CC=CC=1O","InChI=1S/C6H7NO/c1-7-5-3-2-4-6(7)8/h2-5H,1H3/p+1","DVVGIUUJYPYENY-UHFFFAOYSA-O","?","20","spectrophotometric","a/apparent","?","acidic",0.32
"13266","O=C2(C(=O)C(C1(=CC=CC=C1))C2=O)","OC1=C(C2C=CC=CC=2)C(=O)C1=O","InChI=1S/C10H6O3/c11-8-7(9(12)10(8)13)6-4-2-1-3-5-6/h1-5,11H","YSWWAKJDYMKMGU-UHFFFAOYSA-N","?","20","spectrophotometric","a/apparent","?","acidic",0.37
"12780","[O+]1(=C(C=C(O)C=C1C)C)","CC1C=C(O)C=C(C)[O+]=1","InChI=1S/C7H8O2/c1-5-3-7(8)4-6(2)9-5/h3-4H,1-2H3/p+1","VSYFZULSKMFUJJ-UHFFFAOYSA-O","?","25",,"b/thermodynamic","?","acidic",0.38
"11077","O=C(O)C1(=[NH+]C=2(C=CC=CC=2(N1)))","OC(=O)C1NC2C=CC=CC=2N=1","InChI=1S/C8H6N2O2/c11-8(12)7-9-5-3-1-2-4-6(5)10-7/h1-4H,(H,9,10)(H,11,12)","RHXSYTACTOMVLJ-UHFFFAOYSA-N","?","24.9","spectrophotometric","a1/apparent","?","acidic",0.4
"11107","OC2(=[NH+]C=1(C(=CC=CC=1)N=C2C))","CC1=NC2=CC=CC=C2N=C1O","InChI=1S/C9H8N2O/c1-6-9(12)11-8-5-3-2-4-7(8)10-6/h2-5H,1H3,(H,11,12)","BMIMNRPAEPIYDN-UHFFFAOYSA-N","?","20","spectrophotometric","a1/apparent","?","acidic",0.48
"10494","S=C(O)NCCCC","CCCCNC(O)=S","InChI=1S/C5H11NOS/c1-2-3-4-6-5(7)8/h2-4H2,1H3,(H2,6,7,8)","COCRWDUVMPPPMO-UHFFFAOYSA-N","?","25",,"a1/apparent","n-BuNHCSO","acidic",0.67
"16663","FC1(=CC(=CC=C1)CN2(C=C(C(=O)N)C(C#N)C=C2))","NC(=O)C1=CN(CC2C=C(F)C=CC=2)C=CC1C#N","InChI=1S/C14H12FN3O/c15-12-3-1-2-10(6-12)8-18-5-4-11(7-16)13(9-18)14(17)19/h1-6,9,11H,8H2,(H2,17,19)","XQOSFQKVWWUQEY-UHFFFAOYSA-N","?","25","spectrophotometric","a1/apparent","-CN","acidic",0.68
"12456","OC1(=[NH+]C(=CN=C1C2(=CC=CC=C2))C)","CC1=CN=C(C(O)=N1)C1C=CC=CC=1","InChI=1S/C11H10N2O/c1-8-7-12-10(11(14)13-8)9-5-3-2-4-6-9/h2-7H,1H3,(H,13,14)","GVDVWMAMSQPUDQ-UHFFFAOYSA-N","?","25","spectrophotometric","a2/apparent","?","acidic",0.7
"17892","O[N+]1(=CC=CC=C1)","O[N+]1C=CC=CC=1","InChI=1S/C5H6NO/c7-6-4-2-1-3-5-6/h1-5,7H/q+1","DEINLRGVTJVCOS-UHFFFAOYSA-N","?","24","mean from 3","a/apparent","?","acidic",0.77
"13928","SC=1(C=2(C([NH+]=CC=1)=CC=CC=2))","SC1C=CN=C2C=CC=CC2=1","InChI=1S/C9H7NS/c11-9-5-6-10-8-4-2-1-3-7(8)9/h1-6H,(H,10,11)","ROYCCMJSURLMLI-UHFFFAOYSA-N","?","20","spectrophotometric","a1/apparent","?","acidic",0.77
"13555","O=C1(N(C(C(=O)O)=CC(N1C)=O)C)","CN1C(=O)C=C(C(O)=O)N(C)C1=O","InChI=1S/C7H8N2O4/c1-8-4(6(11)12)3-5(10)9(2)7(8)13/h3H,1-2H3,(H,11,12)","ZXDYFTWNWCMEOS-UHFFFAOYSA-N","?",,"spectrophotometric","a/apparent","?","acidic",0.8
"14377","S(C1(=[N+](C(O)=CC=N1)C))CC","C[N+]1C(O)=CC=NC=1SCC","InChI=1S/C7H10N2OS/c1-3-11-7-8-5-4-6(10)9(7)2/h4-5H,3H2,1-2H3/p+1","VGFDVXGBZMECHY-UHFFFAOYSA-O","?",,"spectrophotometric","a/apparent","?","acidic",0.9
"11710","O=C(O)C1(=[NH+]C(=CC=C1)C)","CC1=CC=CC(=N1)C(O)=O","InChI=1S/C7H7NO2/c1-5-3-2-4-6(8-5)7(9)10/h2-4H,1H3,(H,9,10)","LTUUGSGSUZRPRV-UHFFFAOYSA-N","?","25","spectrophotometric","a1/apparent","?","acidic",0.9
"17475","S=C(O)NCC","CCNC(O)=S","InChI=1S/C3H7NOS/c1-2-4-3(5)6/h2H2,1H3,(H2,4,5,6)","MDPAAGYNXXEGKJ-UHFFFAOYSA-N","?","25",,"a1/apparent","CH3NHCOS(-","acidic",0.92
"11118","O[N+]1(=C([NH+]=C2(N=CNC2(=C1N)))N)","NC1=C2NC=NC2=NC(N)=[N+]1O","InChI=1S/C5H6N6O/c6-3-2-4(9-1-8-2)10-5(7)11(3)12/h1,12H,(H4,6,7,8,9,10)/p+1","DFHCVINAZNYTFH-UHFFFAOYSA-O","?",,"spectrophotometric","a1/apparent","?","acidic",1.0
"15720","O[N+]2(=CC=C(C=CC1(=CC=C([NH+](C)C)C=C1))C=C2)","CN(C)C1C=CC(/C=C/C2C=C[N+](O)=CC=2)=CC=1","InChI=1S/C15H17N2O/c1-16(2)15-7-5-13(6-8-15)3-4-14-9-11-17(18)12-10-14/h3-12,18H,1-2H3/q+1","XTBMQKIWSTZEGG-UHFFFAOYSA-N","?","24.85","spectrophotometric","b2/apparent","O-H","acidic",1.05
"17836","OC1(=CN=[NH+]C=C1)","OC1=CN=NC=C1","InChI=1S/C4H4N2O/c7-4-1-2-5-6-3-4/h1-3H,(H,5,7)","VHVUTJZQFZBIRR-UHFFFAOYSA-N","?","20","spectrophotometric","a1/apparent","?","acidic",1.07
"15216","O=C(O)C1(=C([NH+]=NC(=C1)C2(=CC=CC=C2))NCC[NH+]3(CCOCC3))","OC(=O)C1C=C(N=NC=1NCCN1CCOCC1)C1C=CC=CC=1","InChI=1S/C17H20N4O3/c22-17(23)14-12-15(13-4-2-1-3-5-13)19-20-16(14)18-6-7-21-8-10-24-11-9-21/h1-5,12H,6-11H2,(H,18,20)(H,22,23)","JAEOCKSFMAVRDL-UHFFFAOYSA-N","?","25","spectrophotometric","a3/apparent","?","acidic",1.1
"17186","O[N+]=1(C=3(C(N=C2(C=1C=CC=C2))=CC=CC=3))","O[N+]1C2=CC=CC=C2N=C2C=CC=CC=12","InChI=1S/C12H9N2O/c15-14-11-7-3-1-5-9(11)13-10-6-2-4-8-12(10)14/h1-8H,(H,13,15)/q+1","JIDKFJCPUCPXGX-UHFFFAOYSA-N","?","23","spectrophotometric","a/thermodynamic","?","acidic",1.12
"15515","O=C2(C1(=C(O)[NH+]=CN=C1C(=O)C3(=C2N=C(C)N3C)))","CC1=NC2=C(C(=O)C3N=CN=C(O)C=3C2=O)N1C","InChI=1S/C11H8N4O3/c1-4-14-7-8(15(4)2)10(17)6-5(9(7)16)11(18)13-3-12-6/h3H,1-2H3,(H,12,13,18)","FKHYFHLCLOJQBU-UHFFFAOYSA-N","?","30","spectrophotometric","a1/apparent","N-H","acidic",1.15
"12937","OC1(=[NH+]C(O)=CC(=[NH+]1)C)","CC1=CC(O)=NC(O)=N1","InChI=1S/C5H6N2O2/c1-3-2-4(8)7-5(9)6-3/h2H,1H3,(H2,6,7,8,9)","SHVCSCWHWMSGTE-UHFFFAOYSA-N","?",,"potentiometric","a1/apparent","?","acidic",1.2
"10783","S(=O)(O)C1(=CC([N+](=O)[O-])=CC=C1)","[O-][N+](=O)C1C=C(C=CC=1)S(O)=O","InChI=1S/C6H5NO4S/c8-7(9)5-2-1-3-6(4-5)12(10)11/h1-4H,(H,10,11)","AVHXRJBDMUSUCQ-UHFFFAOYSA-N","?","25","mean from 2","a1/apparent","?","acidic",1.21
"14246","O=C(O)C(=O)C1(=CC=CC=C1)","OC(=O)C(=O)C1C=CC=CC=1","InChI=1S/C8H6O3/c9-7(8(10)11)6-4-2-1-3-5-6/h1-5H,(H,10,11)","FAQJJMHZNSSFSM-UHFFFAOYSA-N","?","25","mean from 3","apparent","?","acidic",1.22
"13073","O=C(O)C1(=[NH+]C=CC=C1)","OC(=O)C1C=CC=CN=1","InChI=1S/C6H5NO2/c8-6(9)5-3-1-2-4-7-5/h1-4H,(H,8,9)","SIOXPEMLGUPBBT-UHFFFAOYSA-N","?","23","mean from 9","a1/apparent","COO(1-)","acidic",1.25
"17512","O=C(O)C=O","OC(=O)C=O","InChI=1S/C2H2O3/c3-1-2(4)5/h1H,(H,4,5)","HHLFWLYXYJOTON-UHFFFAOYSA-N","?","25","spectrophotometric","a1/apparent","OH","acidic",1.26
"10294","O[N+]1(=CC=C(C)C=C1)","CC1C=C[N+](O)=CC=1","InChI=1S/C6H8NO/c1-6-2-4-7(8)5-3-6/h2-5,8H,1H3/q+1","KBWCJCSTDQPGLN-UHFFFAOYSA-N","?","25","spectrophotometric","a/apparent","?","acidic",1.29
"10688","O=C(O)CC([NH3+])C1(=[NH+]C=CC=C1)","NC(C=C(O)O)C1C=CC=CN=1","InChI=1S/C8H10N2O2/c9-6(5-8(11)12)7-3-1-2-4-10-7/h1-6,11-12H,9H2","XBQMNJLDUCGMBD-UHFFFAOYSA-N","?","23","potentiometric","b2/apparent","?","acidic",1.3
"13882","OC=1([NH+]=CC2(=CC=CC=C2(N=1)))","OC1=NC2C=CC=CC=2C=N1","InChI=1S/C8H6N2O/c11-8-9-5-6-3-1-2-4-7(6)10-8/h1-5H,(H,9,10,11)","AVRPFRMDMNDIDH-UHFFFAOYSA-N","?","20","spectrophotometric","a1/apparent","?","acidic",1.3
"11550","O=C(O)C1(=[NH+]C=CC=C1N)","NC1=CC=CN=C1C(O)=O","InChI=1S/C6H6N2O2/c7-4-2-1-3-8-5(4)6(9)10/h1-3H,7H2,(H,9,10)","BOOMHTFCWOJWFO-UHFFFAOYSA-N","?","25","potentiometric","b/apparent","?","acidic",1.33
"10512","O=C1(OC(=O)C(C(=O)C)C(=C1)C)","CC(=O)C1=C(O)OC(=O)C=C1C","InChI=1S/C8H8O4/c1-4-3-6(10)12-8(11)7(4)5(2)9/h3,11H,1-2H3","HURSXDKEYMJYED-UHFFFAOYSA-N","?","20","potentiometric","a/apparent","?","acidic",1.34
"13513","O=C(O)C(=O)C1(=CC(=C(C)C=C1)C)","CC1C=C(C=CC=1C)C(=O)C(O)=O","InChI=1S/C10H10O3/c1-6-3-4-8(5-7(6)2)9(11)10(12)13/h3-5H,1-2H3,(H,12,13)","ISPFBCQRXZHOGR-UHFFFAOYSA-N","?","25","potentiometric","a/apparent","?","acidic",1.36
"17205","O[N+]=1(C=3(C(C=C2(C=1C=CC=C2))=CC=CC=3))","O[N+]1C2=CC=CC=C2C=C2C=CC=CC=12","InChI=1S/C13H10NO/c15-14-12-7-3-1-5-10(12)9-11-6-2-4-8-13(11)14/h1-9,15H/q+1","PTPCXXSKXGSYBD-UHFFFAOYSA-N","?","23","spectrophotometric","a/thermodynamic","?","acidic",1.37
"10824","O=C(O)C1(=C([NH+](C)C)C=CC=C1)","CN(C)C1=CC=CC=C1C(O)=O","InChI=1S/C9H11NO2/c1-10(2)8-6-4-3-5-7(8)9(11)12/h3-6H,1-2H3,(H,11,12)","DVVXXHVHGGWWPE-UHFFFAOYSA-N","?","25","potentiometric","a1/apparent","?","acidic",1.4
"15079","O=[N+]([O-])C=2(C=1(C(=NC=CC=1)C(C(=O)O)=CC=2))","[O-][N+](=O)C1=CC=C(C(O)=O)C2=NC=CC=C12","InChI=1S/C10H6N2O4/c13-10(14)7-3-4-8(12(15)16)6-2-1-5-11-9(6)7/h1-5H,(H,13,14)","HXHZCOASPJWXPP-UHFFFAOYSA-N","?",,"potentiometric","b/thermodynamic","?","acidic",1.41
"13635","ClC1(=C(C([N+](=O)[O-])=CC=C1)C(=O)O)","[O-][N+](=O)C1=CC=CC(Cl)=C1C(O)=O","InChI=1S/C7H4ClNO4/c8-4-2-1-3-5(9(12)13)6(4)7(10)11/h1-3H,(H,10,11)","JYHOMEFOTKWQPN-UHFFFAOYSA-N","?","25","mean from 2","a1/apparent","COOH","acidic",1.41
"13514","O=C(O)C(=O)C1(=C(C=CC(=C1)C)C)","CC1=CC(C(=O)C(O)=O)=C(C)C=C1","InChI=1S/C10H10O3/c1-6-3-4-7(2)8(5-6)9(11)10(12)13/h3-5H,1-2H3,(H,12,13)","NDYSRCJHIBVQTC-UHFFFAOYSA-N","?","25","potentiometric","a/apparent","?","acidic",1.45
"16183","O=C(C2(=NC1(=C(O)[NH+]=C(N)N=C1NC2)))C(O)C","CC(O)=C(O)C1CNC2N=C(N)N=C(O)C=2N=1","InChI=1S/C9H11N5O3/c1-3(15)6(16)4-2-11-7-5(12-4)8(17)14-9(10)13-7/h15-16H,2H2,1H3,(H4,10,11,13,14,17)","FYDGMRRMOMSOLR-UHFFFAOYSA-N","?",,"spectrophotometric","a1/apparent","?","acidic",1.45
"13143","N#CC=1(N=NNC=1C#N)","N#CC1NN=NC=1C#N","InChI=1S/C4HN5/c5-1-3-4(2-6)8-9-7-3/h(H,7,8,9)","IVANFNGOSJTZFM-UHFFFAOYSA-N","?","25","conductometric","a/thermodynamic","?","acidic",1.47
"17753","ClC(=NO)C(=O)O","OC(=O)C(Cl)N=O","InChI=1S/C2H2ClNO3/c3-1(4-7)2(5)6/h1H,(H,5,6)","RPAJUFYQIGWMBB-UHFFFAOYSA-N","?","20","mean from 2","a1/apparent","?","acidic",1.5
"11368","O=C1(C=C(OC=C1)C(=O)O)","OC(=O)C1=CC(=O)C=CO1","InChI=1S/C6H4O4/c7-4-1-2-10-5(3-4)6(8)9/h1-3H,(H,8,9)","UFMDRPPBUAPWBK-UHFFFAOYSA-N","?","25","conductometric","a/thermodynamic","?","acidic",1.5
"15043","O=C1(C=C(OC(=C1)C(=O)O)C2(=CC=CC=C2))","OC(=O)C1=CC(=O)C=C(O1)C1C=CC=CC=1","InChI=1S/C12H8O4/c13-9-6-10(8-4-2-1-3-5-8)16-11(7-9)12(14)15/h1-7H,(H,14,15)","ZBLMDHRGZBRWNO-UHFFFAOYSA-N","?","25","conductometric","a/thermodynamic","?","acidic",1.51
"13098","S1(C[NH+](C)C(C1)C(=O)O)","CN1CSCC1=C(O)O","InChI=1S/C5H9NO2S/c1-6-3-9-2-4(6)5(7)8/h7-8H,2-3H2,1H3","VRAKCJWPVLDUSG-UHFFFAOYSA-N","?","24","potentiometric","a1/apparent","?","acidic",1.51
"10592","O=C(O)C(=O)C1(=CC=C(C)C=C1)","CC1C=CC(=CC=1)C(=O)C(O)=O","InChI=1S/C9H8O3/c1-6-2-4-7(5-3-6)8(10)9(11)12/h2-5H,1H3,(H,11,12)","UIIIPQVTXBPHTI-UHFFFAOYSA-N","?",,"potentiometric","a/apparent","?","acidic",1.52
"17132","S1(C(=NC=C1)N=NC2(=C(O)C=C(O)C=C2))","OC1=CC(O)=C(C=C1)N=NC1=NC=CS1","InChI=1S/C9H7N3O2S/c13-6-1-2-7(8(14)5-6)11-12-9-10-3-4-15-9/h1-5,13-14H","SHNIKUXMZFPPCS-UHFFFAOYSA-N","?","20","potentiometric","a1/apparent","?","acidic",1.56
"12568","ClC2(=NN(C1(=NC([N+](=O)[O-])=NN1))C=N2)","[O-][N+](=O)C1=NNC(=N1)N1C=NC(Cl)=N1","InChI=1S/C4H2ClN7O2/c5-2-6-1-11(10-2)3-7-4(9-8-3)12(13)14/h1H,(H,7,8,9)","SZJVKIBTWWUTTK-UHFFFAOYSA-N","?","20","spectrophotometric","a1/apparent","N-H","acidic",1.59
"15157","O=[N+]([O-])C2(=C1(N=NN(C1=CC(=C2)[N+](=O)[O-])O))","[O-][N+](=O)C1=CC(=C2N=NN(O)C2=C1)[N+]([O-])=O","InChI=1S/C6H3N5O5/c12-9-4-1-3(10(13)14)2-5(11(15)16)6(4)7-8-9/h1-2,12H","NYRLDLUBCJTICL-UHFFFAOYSA-N","?","30","spectrophotometric","a1/apparent","N-OH","acidic",1.6
"11562","O(C1(=[NH+]C(O)=CC(=N1)C))C","CC1C=C(O)N=C(N=1)OC","InChI=1S/C6H8N2O2/c1-4-3-5(9)8-6(7-4)10-2/h3H,1-2H3,(H,7,8,9)","CRYUGFDHGVCIJW-UHFFFAOYSA-N","?",,"potentiometric","a1/apparent","?","acidic",1.6
"12569","[Br]C2(=NN(C1(=NC([N+](=O)[O-])=NN1))C=N2)","[O-][N+](=O)C1=NNC(=N1)N1C=NC(Br)=N1","InChI=1S/C4H2BrN7O2/c5-2-6-1-11(10-2)3-7-4(9-8-3)12(13)14/h1H,(H,7,8,9)","IQBZCQBIJVBEDH-UHFFFAOYSA-N","?","20","spectrophotometric","a1/apparent","N-H","acidic",1.63
"12795","P(=O)(O)C1(=CC=CC=C1)","OP(=O)C1C=CC=CC=1","InChI=1S/C6H7O2P/c7-9(8)6-4-2-1-3-5-6/h1-5,9H,(H,7,8)","MLCHBQKMVKNBOV-UHFFFAOYSA-N","?","20","mean from 2","1/apparent","?","acidic",1.63
"14057","O=C(O)C#CC#CC#CCC","CCC#CC#CC#CC(O)=O","InChI=1S/C9H6O2/c1-2-3-4-5-6-7-8-9(10)11/h2H2,1H3,(H,10,11)","KJCTYMBMJUFPNN-UHFFFAOYSA-N","?","25","potentiometric","a/apparent","?","acidic",1.67
