"Molecule name","OriginalSmiles","Canonical_QSARr","InChI_Code_QSARr","InChI Key_QSARr","Salt_Solvent (Concatenate)","temp","method","type","group","basicOrAcidic","pKa"
"17746","S=C(O)NCCC","CCCNC(O)=S","InChI=1S/C4H9NOS/c1-2-3-5-4(6)7/h2-3H2,1H3,(H2,5,6,7)","FUQQDLUELDZSJX-UHFFFAOYSA-N","?","25",,"a1/apparent","n-PrNHCSO","acidic",0.52
"17889","OC1(=[NH+]C=CC=C1)","OC1C=CC=CN=1","InChI=1S/C5H5NO/c7-5-3-1-2-4-6-5/h1-4H,(H,6,7)","UBQKCCHYAOITMY-UHFFFAOYSA-N","?","20","spectrophotometric","a1/thermodynamic","OH","acidic",0.75
"14743","SC#N","N#CS","InChI=1S/CHNS/c2-1-3/h3H","ZMZDMBWJUHKJPS-UHFFFAOYSA-N","?","25","potentiometric","thermodynamic","?","acidic",0.85
"10407","OC(=C(C#N)C#N)C","CC(O)=C(C#N)C#N","InChI=1S/C5H4N2O/c1-4(8)5(2-6)3-7/h8H,1H3","YLXFTABIIHHHOV-UHFFFAOYSA-N","?","25","spectrophotometric","a1/apparent","?","acidic",1.0
"10293","O[N+]1(=CC(=CC=C1)C)","CC1C=[N+](O)C=CC=1","InChI=1S/C6H8NO/c1-6-3-2-4-7(8)5-6/h2-5,8H,1H3/q+1","RFYUVLUNRJOEOW-UHFFFAOYSA-N","?","25","spectrophotometric","a/apparent","?","acidic",1.08
"11729","O(C1(=[N+](O)C=CC=C1))CC","CCOC1C=CC=C[N+]=1O","InChI=1S/C7H10NO2/c1-2-10-7-5-3-4-6-8(7)9/h3-6,9H,2H2,1H3/q+1","OFCYQXXHGVEBNU-UHFFFAOYSA-N","?",,"spectrophotometric","a/thermodynamic","?","acidic",1.18
"13084","O(C1(=[N+](O)C=CC=C1))C","COC1C=CC=C[N+]=1O","InChI=1S/C6H8NO2/c1-9-6-4-2-3-5-7(6)8/h2-5,8H,1H3/q+1","VACFQONYCKFHLS-UHFFFAOYSA-N","?",,"spectrophotometric","a/thermodynamic","?","acidic",1.23
"11011","O=C(O)C1([NH2+]C2(NC(=[NH+]C1C2)N))","NC1NC2CC(N=1)C(=N2)C(O)O","InChI=1S/C6H10N4O2/c7-6-8-2-1-3(10-6)9-4(2)5(11)12/h2-3,5,11-12H,1H2,(H3,7,8,10)","KKYVREFSVFQIDJ-UHFFFAOYSA-N","?",,,"a1/apparent","?","acidic",1.3
"12104","O=C(O)C(=O)C1(=C(C=C(C)C=C1C)C)","CC1C=C(C)C=C(C)C=1C(=O)C(O)=O","InChI=1S/C11H12O3/c1-6-4-7(2)9(8(3)5-6)10(12)11(13)14/h4-5H,1-3H3,(H,13,14)","IRSQOXNQMAUSTG-UHFFFAOYSA-N","?","25",,"apparent","?","acidic",1.34
"13636","[Br]C1(=C(C([N+](=O)[O-])=CC=C1)C(=O)O)","[O-][N+](=O)C1=CC=CC(Br)=C1C(O)=O","InChI=1S/C7H4BrNO4/c8-4-2-1-3-5(9(12)13)6(4)7(10)11/h1-3H,(H,10,11)","KWNBOCMNFKJJCK-UHFFFAOYSA-N","?","25","conductometric","a/thermodynamic","?","acidic",1.37
"14538","SC(=O)C1(=CC=C(C#N)C=C1)","N#CC1C=CC(=CC=1)C(=O)S","InChI=1S/C8H5NOS/c9-5-6-1-3-7(4-2-6)8(10)11/h1-4H,(H,10,11)","IWUUKYDVURAVIM-UHFFFAOYSA-N","?","22","spectrophotometric","a1/apparent","COSH","acidic",1.42
"11427","S(=O)(O)C1(=C(C=CC=C1)C)","CC1C=CC=CC=1S(O)=O","InChI=1S/C7H8O2S/c1-6-4-2-3-5-7(6)10(8)9/h2-5H,1H3,(H,8,9)","VLUWLNIMIAFOSY-UHFFFAOYSA-N","?",,,"apparent","?","acidic",1.47
"14806","O=C1(N(N(C)C(=C1CC=3(C(O)=[N+](C2(=CC=CC=C2))N(C=3C)C))C)C4(=CC=CC=C4))","CC1=C(CC2C(=O)N(C3C=CC=CC=3)N(C)C=2C)C(O)=[N+](C2C=CC=CC=2)N1C","InChI=1S/C23H24N4O2/c1-16-20(22(28)26(24(16)3)18-11-7-5-8-12-18)15-21-17(2)25(4)27(23(21)29)19-13-9-6-10-14-19/h5-14H,15H2,1-4H3/p+1","QATHNKNPUVVKHK-UHFFFAOYSA-O","?","25","conductometric","b/apparent","?","acidic",1.51
"10264","S1(C[NH2+]C(C1)C(=O)O)","OC(O)C1CSCN=1","InChI=1S/C4H7NO2S/c6-4(7)3-1-8-2-5-3/h4,6-7H,1-2H2","HKNZCUOBAVKFDL-UHFFFAOYSA-N","?","20","mean from 2","a1/apparent","?","acidic",1.58
"14370","O=C([N+]1(=CC(C#N)=CC=C1))C","C=C(O)[N+]1=CC(=CC=C1)C#N","InChI=1S/C8H6N2O/c1-7(11)10-4-2-3-8(5-9)6-10/h2-4,6H,1H2/p+1","WPVNZGOPZRMWNT-UHFFFAOYSA-O","?","25",,"a1/apparent","?","acidic",1.62
"11790","O=[N+]([O-])C1(C(=O)OCC1=O)","[O-][N+](=O)C1=C(O)OCC1=O","InChI=1S/C4H3NO5/c6-2-1-10-4(7)3(2)5(8)9/h7H,1H2","NSYVQEMEKIJTDD-UHFFFAOYSA-N","?","25","potentiometric","a/apparent","?","acidic",1.68
"13181","OC1(=[NH+]C(=NC(=C1)N)C)","CC1N=C(O)C=C(N)N=1","InChI=1S/C5H7N3O/c1-3-7-4(6)2-5(9)8-3/h2H,1H3,(H3,6,7,8,9)","MVHONLHZERWNRF-UHFFFAOYSA-N","?",,,"a/apparent","?","acidic",1.7
"10171","OC1(=C[N+](=NC=C1)C)","C[N+]1C=C(O)C=CN=1","InChI=1S/C5H6N2O/c1-7-4-5(8)2-3-6-7/h2-4H,1H3/p+1","LYRQZIKBKCAHTC-UHFFFAOYSA-O","?","20","potentiometric","a/apparent","?","acidic",1.74
"17357","S=C(S)OCC","CCOC(S)=S","InChI=1S/C3H6OS2/c1-2-4-3(5)6/h2H2,1H3,(H,5,6)","ZOOODBUHSVUZEM-UHFFFAOYSA-N","?","22","mean from 2","a/apparent","?","acidic",1.79
"10788","S(=O)(O)C1(=CC=C([N+](=O)[O-])C=C1)","[O-][N+](=O)C1C=CC(=CC=1)S(O)=O","InChI=1S/C6H5NO4S/c8-7(9)5-1-3-6(4-2-5)12(10)11/h1-4H,(H,10,11)","STEQAYAHDVOFEC-UHFFFAOYSA-N","?","25","potentiometric","a/thermodynamic","?","acidic",1.86
"17339","ClC#CC(=O)O","OC(=O)C#CCl","InChI=1S/C3HClO2/c4-2-1-3(5)6/h(H,5,6)","FAHNQEQHVOLRSI-UHFFFAOYSA-N","?","25","conductometric","a1/thermodynamic","COOH","acidic",1.89
"15536","S(C1(=[NH+]C2(=CC3(=CC=CC=C3(C=C2(N1))))))CC(=O)O","OC(O)=CSC1NC2=CC3C=CC=CC=3C=C2N=1","InChI=1S/C13H10N2O2S/c16-12(17)7-18-13-14-10-5-8-3-1-2-4-9(8)6-11(10)15-13/h1-7,16-17H,(H,14,15)","ADBFAKCZFCDXRM-UHFFFAOYSA-N","?","20","spectrophotometric","a1/apparent","?","acidic",1.9
"10175","OC1(=NC=[N+](C)C=C1)","C[N+]1=CN=C(O)C=C1","InChI=1S/C5H6N2O/c1-7-3-2-5(8)6-4-7/h2-4H,1H3/p+1","NWLPRJINWFMRHH-UHFFFAOYSA-O","?","20","mean from 2","a/apparent","?","acidic",1.91
"10347","O=C(O)C#CC#CC","CC#CC#CC(O)=O","InChI=1S/C6H4O2/c1-2-3-4-5-6(7)8/h1H3,(H,7,8)","AABRUXCBRONHEK-UHFFFAOYSA-N","?","25","potentiometric","a/apparent","?","acidic",1.94
"13628","ClC1(=C(C(=O)O)C=CC(=C1)[N+](=O)[O-])","[O-][N+](=O)C1=CC(Cl)=C(C=C1)C(O)=O","InChI=1S/C7H4ClNO4/c8-6-3-4(9(12)13)1-2-5(6)7(10)11/h1-3H,(H,10,11)","QAYNSPOKTRVZRC-UHFFFAOYSA-N","?","25","mean from 2","a1/thermodynamic","COOH","acidic",1.96
"17071","O(C1(=CC=[N+](O)C=C1))CC2(=CC=CC=C2)","O[N+]1=CC=C(C=C1)OCC1C=CC=CC=1","InChI=1S/C12H12NO2/c14-13-8-6-12(7-9-13)15-10-11-4-2-1-3-5-11/h1-9,14H,10H2/q+1","QVYAZHJPRUXUAG-UHFFFAOYSA-N","?",,"potentiometric","a/apparent","proton.","acidic",1.99
"17342","IC#CC(=O)O","OC(=O)C#CI","InChI=1S/C3HIO2/c4-2-1-3(5)6/h(H,5,6)","ZLUDXJKMZXJQRT-UHFFFAOYSA-N","?","25","conductometric","a1/thermodynamic","COOH","acidic",2.0
"14483","O=C(O)C[N+]1(CCCCC1)(C)","C[N+]1(CCCCC1)C=C(O)O","InChI=1S/C8H15NO2/c1-9(7-8(10)11)5-3-2-4-6-9/h7H,2-6H2,1H3,(H-,10,11)/p+1","ZXTXERISHBVKSE-UHFFFAOYSA-O","?","25",,"a1/apparent","?","acidic",2.01
"13081","O=C(O)C1(=C[NH+]=CC=C1)","OC(=O)C1C=CC=NC=1","InChI=1S/C6H5NO2/c8-6(9)5-2-1-3-7-4-5/h1-4H,(H,8,9)","PVNIIMVLHYAWGP-UHFFFAOYSA-N","?","24","mean from 8","a1/apparent","NH(1+)","acidic",2.03
"15102","O[N+]2(=C(C1(=CC=CC=C1))C(C)(C)NC2(C)C)","CC1(C)NC(C)(C)C(C2C=CC=CC=2)=[N+]1O","InChI=1S/C13H19N2O/c1-12(2)11(10-8-6-5-7-9-10)15(16)13(3,4)14-12/h5-9,14,16H,1-4H3/q+1","COFBJJROGGJNPP-UHFFFAOYSA-N","?","25",,"a1/apparent","H+ of N+H","acidic",2.06
"11723","O=C(O)C1(=C([NH3+])C=CC=C1)","NC1=CC=CC=C1C(O)=O","InChI=1S/C7H7NO2/c8-6-4-2-1-3-5(6)7(9)10/h1-4H,8H2,(H,9,10)","RWZYAGGXGHYGMB-UHFFFAOYSA-N","?","23","mean from 6","a1/thermodynamic","COOH","acidic",2.08
"10547","S(C#CC(=O)O)C1(=CC=CC=C1)","OC(=O)C#CSC1C=CC=CC=1","InChI=1S/C9H6O2S/c10-9(11)6-7-12-8-4-2-1-3-5-8/h1-5H,(H,10,11)","BCJDTEWFSMGJAG-UHFFFAOYSA-N","?","25","conductometric","a1/thermodynamic","COOH","acidic",2.11
"10056","ClC1(C(=O)OCC1=O)","OC1OCC(=O)C=1Cl","InChI=1S/C4H3ClO3/c5-3-2(6)1-8-4(3)7/h7H,1H2","DJDBJUAMEUPPGQ-UHFFFAOYSA-N","?","25","potentiometric","a/apparent","?","acidic",2.13
"16527","O=C1(C(O)=C(C(=O)C2(=C1C=CC=C2))C(=O)C3(=CC=CC=C3))","OC1=C(C(=O)C2C=CC=CC=2)C(=O)C2C=CC=CC=2C1=O","InChI=1S/C17H10O4/c18-14(10-6-2-1-3-7-10)13-15(19)11-8-4-5-9-12(11)16(20)17(13)21/h1-9,21H","ZEKRZJZDFMFYOZ-UHFFFAOYSA-N","?",,"spectrophotometric","a/apparent","?","acidic",2.17
"10457","O=C(O)C([NH2+]C)(C)C","CNC(C)(C)C(O)=O","InChI=1S/C5H11NO2/c1-5(2,6-3)4(7)8/h6H,1-3H3,(H,7,8)","DLAMVQGYEVKIRE-UHFFFAOYSA-N","?","24.9","spectrophotometric","a1/apparent","O-H","acidic",2.2
"12592","[Si](C#CC(=O)O)(C)(C)C","C[Si](C)(C)C#CC(O)=O","InChI=1S/C6H10O2Si/c1-9(2,3)5-4-6(7)8/h1-3H3,(H,7,8)","IPEATTYBFBRNEB-UHFFFAOYSA-N","?","25","conductometric","a1/thermodynamic","COOH","acidic",2.21
"13495","S(=O)(O)CCCCC1(=CC=CC=C1)","OS(=O)CCCCC1C=CC=CC=1","InChI=1S/C10H14O2S/c11-13(12)9-5-4-8-10-6-2-1-3-7-10/h1-3,6-7H,4-5,8-9H2,(H,11,12)","ATBCTGZDUWKLPD-UHFFFAOYSA-N","?","20","potentiometric","a/apparent","?","acidic",2.23
"10780","O=[N+]([O-])C1(=C(C(=O)O)C=CC=C1)","[O-][N+](=O)C1C=CC=CC=1C(O)=O","InChI=1S/C7H5NO4/c9-7(10)5-3-1-2-4-6(5)8(11)12/h1-4H,(H,9,10)","SLAMLWHELXOEJZ-UHFFFAOYSA-N","?","25","mean from 20","a1/apparent","H(+)","acidic",2.23
"13694","O=[N+]([O-])C1(=C(C(O)=CC=C1)C(=O)O)","[O-][N+](=O)C1C=CC=C(O)C=1C(O)=O","InChI=1S/C7H5NO5/c9-5-3-1-2-4(8(12)13)6(5)7(10)11/h1-3,9H,(H,10,11)","QICHZWUWPVMQTD-UHFFFAOYSA-N","?","25","conductometric","a/apparent","?","acidic",2.24
"14168","O=C(O)C#CC1(=CC=CC=C1)","OC(=O)C#CC1C=CC=CC=1","InChI=1S/C9H6O2/c10-9(11)7-6-8-4-2-1-3-5-8/h1-5H,(H,10,11)","XNERWVPQCYSMLC-UHFFFAOYSA-N","?","25","mean from 3","a1/apparent","-COO-H","acidic",2.26
"10234","SC1(=C[N+](=CC=C1)C)","C[N+]1C=C(S)C=CC=1","InChI=1S/C6H7NS/c1-7-4-2-3-6(8)5-7/h2-5H,1H3/p+1","YLRKFAYBIJBIOW-UHFFFAOYSA-O","?","20","potentiometric","a/apparent","?","acidic",2.27
"17722","O=C(O)C([NH3+])CC","CCC(=N)C(O)O","InChI=1S/C4H9NO2/c1-2-3(5)4(6)7/h4-7H,2H2,1H3","DLLYTQPYHWQCMQ-UHFFFAOYSA-N","?","20","mean from 2","thermodynamic","CO2H","acidic",2.29
"17350","S(=O)(O)C(C)C","CC(C)S(O)=O","InChI=1S/C3H8O2S/c1-3(2)6(4)5/h3H,1-2H3,(H,4,5)","AQAAVCJTEANSGJ-UHFFFAOYSA-N","?","20","conductometric","a1/apparent","SOOH","acidic",2.3
"11863","O=C(O)C(O)C(N)C(=O)N","NC(=O)C(N)C(O)=C(O)O","InChI=1S/C4H8N2O4/c5-1(3(6)8)2(7)4(9)10/h1,7,9-10H,5H2,(H2,6,8)","ZYRWMJROQVDQLG-UHFFFAOYSA-N","?","25","potentiometric","apparent","CO2H","acidic",2.31
"13267","O=C1(C(O)=C1C2(=CC=C(OC)C=C2))","COC1C=CC(=CC=1)C1=C(O)C1=O","InChI=1S/C10H8O3/c1-13-7-4-2-6(3-5-7)8-9(11)10(8)12/h2-5,11H,1H3","XWIOSUPIHHKJLX-UHFFFAOYSA-N","?","25","spectrophotometric","a1/apparent","?","acidic",2.33
"12662","O=C(O)C[NH2+]CC(C)C","CC(C)CN=CC(O)O","InChI=1S/C6H13NO2/c1-5(2)3-7-4-6(8)9/h4-6,8-9H,3H2,1-2H3","IRTWWOLZUUSURY-UHFFFAOYSA-N","?","25","potentiometric","apparent","CO2H","acidic",2.35
"10803","O=C(O)C(C#N)C1(CCCCC1)","N#CC(C1CCCCC1)=C(O)O","InChI=1S/C9H13NO2/c10-6-8(9(11)12)7-4-2-1-3-5-7/h7,11-12H,1-5H2","APKUZIXCWNTDOE-UHFFFAOYSA-N","?","25","conductometric","thermodynamic","?","acidic",2.37
"17365","O=C(O)C(=O)C","C=C(O)C(O)=O","InChI=1S/C3H4O3/c1-2(4)3(5)6/h4H,1H2,(H,5,6)","FEWFXBUNENSNBQ-UHFFFAOYSA-N","?","25","potentiometric","a/apparent","?","acidic",2.39
"16469","S1(C(C(C(=O)O)N2(C1C([NH+]=C2CC=CCC)C(=O)O))(C)C)","CCC=CCC1=NC(C2SC(C)(C)C(=C(O)O)N12)=C(O)O","InChI=1S/C14H20N2O4S/c1-4-5-6-7-8-15-9(12(17)18)11-16(8)10(13(19)20)14(2,3)21-11/h5-6,11,17-20H,4,7H2,1-3H3","KWOJTZKLOSVNHC-UHFFFAOYSA-N","?","25","potentiometric","a1/apparent","?","acidic",2.4
"14639","O=C(NCC(=O)O)C([NH3+])CC=1([NH+]=CNC=1)","NC(CC1=CNC=N1)=C(O)N=CC(O)O","InChI=1S/C8H12N4O3/c9-6(1-5-2-10-4-12-5)8(15)11-3-7(13)14/h2-4,7,13-15H,1,9H2,(H,10,12)","MKIGTIQWEHZQAV-UHFFFAOYSA-N","?","25","potentiometric","a1/apparent","?","acidic",2.4
"14196","FC(C1(=CC=CC=C1))C(=O)O","OC(O)=C(F)C1C=CC=CC=1","InChI=1S/C8H7FO2/c9-7(8(10)11)6-4-2-1-3-5-6/h1-5,10-11H","HSKDSFBMZCSBNS-UHFFFAOYSA-N","?","20","mean from 2","a1/apparent","COOH","acidic",2.45
"11356","O=C(NOCCC([NH3+])C(=O)O)N","NC(=O)NOCCC(=N)C(O)O","InChI=1S/C5H11N3O4/c6-3(4(9)10)1-2-12-8-5(7)11/h4,6,9-10H,1-2H2,(H3,7,8,11)","SNKOLBVNBIKETJ-UHFFFAOYSA-N","?","30","potentiometric","a1/apparent","?","acidic",2.5
"17768","P1(=O)(O)(CCCC1)","OP1(=O)CCCC1","InChI=1S/C4H9O2P/c5-7(6)3-1-2-4-7/h1-4H2,(H,5,6)","CSSLZLQDGHKFLE-UHFFFAOYSA-N","?","25","potentiometric","a/apparent","?","acidic",2.51
"17341","FC(C(=O)O)=C","C=C(F)C(O)=O","InChI=1S/C3H3FO2/c1-2(4)3(5)6/h1H2,(H,5,6)","TYCFGHUTYSLISP-UHFFFAOYSA-N","?","25","mean from 2","a/thermodynamic","?","acidic",2.55
"17073","O([N+]1(=CC=C(O)C=C1))CC2(=CC=CC=C2)","OC1C=C[N+](=CC=1)OCC1C=CC=CC=1","InChI=1S/C12H11NO2/c14-12-6-8-13(9-7-12)15-10-11-4-2-1-3-5-11/h1-9H,10H2/p+1","XCEWLCGPERHNBL-UHFFFAOYSA-O","?",,"potentiometric","a/apparent","?","acidic",2.58
"12609","O=C(NOCC(=O)O)N","NC(=O)NOC=C(O)O","InChI=1S/C3H6N2O4/c4-3(8)5-9-1-2(6)7/h1,6-7H,(H3,4,5,8)","GRFWYPOAXQSVCY-UHFFFAOYSA-N","?","30","potentiometric","a1/apparent","?","acidic",2.6
"12573","O=C(O)C#CCCCC","CCCCC#CC(O)=O","InChI=1S/C7H10O2/c1-2-3-4-5-6-7(8)9/h2-4H2,1H3,(H,8,9)","UEERQXQKEJPYBR-UHFFFAOYSA-N","?","25","potentiometric","a/apparent","?","acidic",2.61
"17330","O=C(O)C#CC","CC#CC(O)=O","InChI=1S/C4H4O2/c1-2-3-4(5)6/h1H3,(H,5,6)","LUEHNHVFDCZTGL-UHFFFAOYSA-N","?","25","mean from 2","a1/thermodynamic","COOH","acidic",2.63
"16820","S1(C(C(C(=O)O)N2(C1C(NC(=O)CCCCCCC)C2=O))(C)C)","CCCCCCC=C(O)N=C1C2SC(C)(C)C(=C(O)O)N2C1O","InChI=1S/C16H26N2O4S/c1-4-5-6-7-8-9-10(19)17-11-13(20)18-12(15(21)22)16(2,3)23-14(11)18/h9,13-14,19-22H,4-8H2,1-3H3","MPZGLTKZNXIOKP-UHFFFAOYSA-N","?","23","potentiometric","a/apparent","?","acidic",2.66
"10346","O=C(O)C#CC=CC","CC=CC#CC(O)=O","InChI=1S/C6H6O2/c1-2-3-4-5-6(7)8/h2-3H,1H3,(H,7,8)","JXPZIFVOEQOMAW-UHFFFAOYSA-N","?","25","potentiometric","a/apparent","?","acidic",2.67
"10591","O=C(O)C(=O)CC1(=CC=CC=C1)","OC(=CC1C=CC=CC=1)C(O)=O","InChI=1S/C9H8O3/c10-8(9(11)12)6-7-4-2-1-3-5-7/h1-6,10H,(H,11,12)","DEDGUGJNLNLJSR-UHFFFAOYSA-N","?",,"potentiometric","a/apparent","?","acidic",2.68
"11536","S1(=O)(=O)(NC(=O)NC(C1)=O)","OC1CS(=O)(=O)NC(=O)N=1","InChI=1S/C3H4N2O4S/c6-2-1-10(8,9)5-3(7)4-2/h1H2,(H2,4,5,6,7)","JPCGXTWIIKBSQB-UHFFFAOYSA-N","?",,"potentiometric","a/apparent","?","acidic",2.7
"14213","[Br]C1(=C(C(=CC=C1)C)C(=O)O)","CC1=CC=CC(Br)=C1C(O)=O","InChI=1S/C8H7BrO2/c1-5-3-2-4-6(9)7(5)8(10)11/h2-4H,1H3,(H,10,11)","ICXBPDJQFPIBSS-UHFFFAOYSA-N","?","20","potentiometric","a/thermodynamic","?","acidic",2.71
"14854","O=C(O)C(NC(=O)C([NH3+])C)CC=1([NH+]=CNC=1)","CC(=N)C(O)NC(CC1=CNC=N1)=C(O)O","InChI=1S/C9H14N4O3/c1-5(10)8(14)13-7(9(15)16)2-6-3-11-4-12-6/h3-4,8,10,13-16H,2H2,1H3,(H,11,12)","DYKVUBXEKMOQBW-UHFFFAOYSA-N","?","25","potentiometric","a1/apparent","CO2-H","acidic",2.73
"14150","SC1(=C(F)C(F)=CC(=C1F)F)","FC1=CC(F)=C(F)C(S)=C1F","InChI=1S/C6H2F4S/c7-2-1-3(8)5(10)6(11)4(2)9/h1,11H","IGOGJHYWSOZGAE-UHFFFAOYSA-N","?","25","spectrophotometric","a1/apparent","?","acidic",2.75
"11177","S1(N=C(C(=O)O)C2(=C1C=CC=C2))","OC(=O)C1=NSC2C=CC=CC=21","InChI=1S/C8H5NO2S/c10-8(11)7-5-3-1-2-4-6(5)12-9-7/h1-4H,(H,10,11)","KTORKRBAIRTBCP-UHFFFAOYSA-N","?","25","potentiometric","a2/apparent","COOH","acidic",2.76
"14192","SC(=O)C1(=CC=C(OC)C=C1)","COC1C=CC(=CC=1)C(=O)S","InChI=1S/C8H8O2S/c1-10-7-4-2-6(3-5-7)8(9)11/h2-5H,1H3,(H,9,11)","YGAPOICUMNPIPF-UHFFFAOYSA-N","?","22","spectrophotometric","a1/apparent","COSH","acidic",2.79
"14549","O=C(O)C1(=[N+]([O-])C(C)(C)CC1)","CC1(C)CCC(C(O)=O)=[N+]1[O-]","InChI=1S/C7H11NO3/c1-7(2)4-3-5(6(9)10)8(7)11/h3-4H2,1-2H3,(H,9,10)","NMQZCCLAVDITNS-UHFFFAOYSA-N","?",,,"a/apparent","?","acidic",2.8
"11494","O=C(O)CC1(=NN=NN1C)","CN1N=NN=C1C=C(O)O","InChI=1S/C4H6N4O2/c1-8-3(2-4(9)10)5-6-7-8/h2,9-10H,1H3","OKTGLJQHAXMUKO-UHFFFAOYSA-N","?","25","potentiometric","a1/apparent","COOH","acidic",2.83
"17502","[Br]CC(=O)O","OC(O)=CBr","InChI=1S/C2H3BrO2/c3-1-2(4)5/h1,4-5H","RNOAQVPUQVPEHL-UHFFFAOYSA-N","?","15","mean from 2","a1/apparent","?","acidic",2.84
"17499","ClCC(=O)O","OC(O)=CCl","InChI=1S/C2H3ClO2/c3-1-2(4)5/h1,4-5H","XVZRSEWIZDQMQH-UHFFFAOYSA-N","?","24","mean from 12","a1/apparent","?","acidic",2.85
"10877","O=C(O)C1(=[N+]([O-])C(C)(C)C(C1)C)","CC1(C)C(C)CC(C(O)=O)=[N+]1[O-]","InChI=1S/C8H13NO3/c1-5-4-6(7(10)11)9(12)8(5,2)3/h5H,4H2,1-3H3,(H,10,11)","CAWVOTVSPXIQIS-UHFFFAOYSA-N","?",,"potentiometric","a/apparent","?","acidic",2.85
"14384","O=[N+]([O-])N(C1(=NN=NN1))CC","CCN(C1NN=NN=1)[N+]([O-])=O","InChI=1S/C3H6N6O2/c1-2-8(9(10)11)3-4-6-7-5-3/h2H2,1H3,(H,4,5,6,7)","VJCWXVXVKHOZDN-UHFFFAOYSA-N","?","25","potentiometric","a/apparent","?","acidic",2.86
"11608","O=[N+]([O-])N(C1(=NN=NN1))C","CN(C1NN=NN=1)[N+]([O-])=O","InChI=1S/C2H4N6O2/c1-7(8(9)10)2-3-5-6-4-2/h1H3,(H,3,4,5,6)","JCNNKQNVXQSBID-UHFFFAOYSA-N","?","25","potentiometric","a/apparent","?","acidic",2.88
